benchmark,model,model_slug,input_tokens,reasoning_tokens,answer_tokens,score,score_raw,total_output_tokens
livecodebench,Claude 4.5 Sonnet,claude-4-5-sonnet-thinking,510122.0775710548,0.0,689877.9224289452,59.0,0.59,689877.9224289452
livecodebench,Claude 4.5Haiku,claude-4-5-haiku-reasoning,511611.3859814469,2590943.931335062,597444.6826834914,61.5,0.615,3188388.614018553
livecodebench,Claude 4.5Sonnet,claude-4-5-sonnet-thinking,509934.8069528046,3247845.492431616,542219.7006155798,71.4,0.7140000000000001,3790065.193047196
livecodebench,Claude 4Opus,claude-4-opus-thinking,486596.8205867392,2491646.2457658662,421756.9336473945,63.6,0.636,2913403.179413261
livecodebench,Claude 4Sonnet,claude-4-sonnet,513032.487194716,3456389.6449779547,530577.8678273289,65.5,0.655,3986967.512805284
livecodebench,Claude Instant,claude-instant,510056.8176607109,0.0,139943.18233928917,10.9,0.109,139943.18233928917
livecodebench,Claude Opus 4.5,claude-opus-4-5,503704.6503171844,0.0,896295.3496828156,73.8,0.738,896295.3496828156
livecodebench,Claude Opus4.5,claude-opus-4-5,501041.0346763765,4676954.243874399,622004.7214492246,87.1,0.871,5298958.965323623
livecodebench,Cogito v2.1,,511071.6457428041,4748362.24879757,440566.1054596248,68.8,0.688,5188928.354257195
livecodebench,Command A,command-a,504560.01853061176,0.0,445439.9814693883,28.7,0.287,445439.9814693883
livecodebench,Command-R (Mar),command-r-03-2024,515883.44875065016,0.0,154116.5512493498,4.8,0.048,154116.5512493498
livecodebench,Command-R+ (Apr),command-r-plus-04-2024,514586.7539874691,0.0,175413.24601253084,12.2,0.122,175413.24601253084
livecodebench,DBRX,dbrx,523869.4835211201,0.0,316130.5164788799,9.3,0.093,316130.5164788799
livecodebench,DeepHermes 3 -Llama-3.1 8B,,512136.4170804613,0.0,207863.5829195387,8.5,0.085,207863.5829195387
livecodebench,DeepHermes 3 -Mistral 24B,,512645.97775481513,0.0,177354.0222451849,19.5,0.195,177354.0222451849
livecodebench,DeepSeek Coder V2Lite,deepseek-coder-v2-lite,524659.8718379934,0.0,455340.1281620066,15.8,0.158,455340.1281620066
livecodebench,DeepSeek R1(Jan),deepseek-r1-0120,523034.04832748254,8337752.687293143,339213.2643793746,61.7,0.617,8676965.951672517
livecodebench,DeepSeek R10528,deepseek-r1,499286.3249639165,15555167.83085504,945545.8441810432,77.0,0.77,16500713.675036084
livecodebench,DeepSeek R10528 Qwen38B,deepseek-r1-qwen3-8b,520419.11970483983,16837037.81679817,642543.0634969925,51.3,0.513,17479580.88029516
livecodebench,DeepSeek R1Distill Qwen1.5B,deepseek-r1-distill-qwen-1-5b,37340.21341802058,173814.66233429644,8845.124247682954,7.0,0.07,182659.7865819794
livecodebench,DeepSeek R1Distill Qwen14B,deepseek-r1-distill-qwen-14b,214864.22476750083,2000045.2161058767,85090.55912662236,37.6,0.376,2085135.775232499
livecodebench,DeepSeek R1Distill Qwen32B,deepseek-r1-distill-qwen-32b,120424.99065702606,765097.3527142612,34477.65662871274,27.0,0.27,799575.0093429739
livecodebench,DeepSeek R1DistillLlama 70B,deepseek-r1-distill-llama-70b,125025.72242257044,939593.3925856235,35380.88499180595,26.6,0.266,974974.2775774295
livecodebench,DeepSeek R1DistillLlama 8B,deepseek-r1-distill-llama-8b,113529.9669655518,843648.1286528556,32821.90438159248,23.3,0.233,876470.0330344482
livecodebench,DeepSeek V3 (Dec),deepseek-v3,523268.2333521648,0.0,396731.7666478353,35.9,0.359,396731.7666478353
livecodebench,DeepSeek V3 0324,deepseek-v3-0324,502263.5411811647,0.0,1497736.4588188354,40.5,0.405,1497736.4588188354
livecodebench,DeepSeek V3.1,deepseek-v3-1,501428.6346870763,0.0,1898571.365312924,57.7,0.5770000000000001,1898571.365312924
livecodebench,DeepSeek V3.1Terminus,deepseek-v3-1-terminus,504264.2659773155,0.0,1195735.7340226846,52.9,0.529,1195735.7340226846
livecodebench,DeepSeek V3.2,deepseek-v3-2-reasoning,520401.455381523,0.0,1579598.544618477,59.3,0.593,1579598.544618477
livecodebench,DeepSeek V3.2 Exp,deepseek-v3-2-reasoning-0925,512085.9881767905,0.0,1287914.0118232097,55.4,0.5539999999999999,1287914.0118232097
livecodebench,DeepSeekV3.1,deepseek-v3-1,525740.9515771872,11088950.29989884,385308.7485239754,78.4,0.784,11474259.048422815
livecodebench,DeepSeekV3.1Terminus,deepseek-v3-1-terminus,517034.5799704329,10098618.616413796,384346.8036157717,79.8,0.7979999999999999,10482965.420029568
livecodebench,DeepSeekV3.2,deepseek-v3-2-reasoning,522648.4984379266,12060278.022372412,417073.4791896607,86.2,0.862,12477351.501562072
livecodebench,DeepSeekV3.2 Exp,deepseek-v3-2-reasoning-0925,492397.2629092337,10160940.23765516,346662.4994356076,78.9,0.789,10507602.737090766
livecodebench,DeepSeekV3.2Speciale,deepseek-v3-2-speciale,500542.64812189335,20103218.0685918,396239.283286309,89.6,0.8959999999999999,20499457.35187811
livecodebench,Devstral 2,devstral-2,506113.9906665054,0.0,2793886.0093334946,44.8,0.4479999999999999,2793886.0093334946
livecodebench,Devstral Medium,devstral-medium,504130.4054523674,0.0,225869.59454763256,33.7,0.337,225869.59454763256
livecodebench,Devstral Small,devstral-small,505577.7157725146,0.0,384422.28422748536,25.4,0.254,384422.28422748536
livecodebench,Devstral Small 2,devstral-small-2,509776.597787983,0.0,3990223.4022120168,34.8,0.348,3990223.4022120168
livecodebench,Devstral Small(May),devstral-small-2505,509348.0566812605,0.0,340651.9433187395,25.8,0.258,340651.9433187395
livecodebench,Doubao SeedCode,doubao-seed-code,507020.365688279,7925402.828533898,367576.8057778234,76.6,0.7659999999999999,8292979.634311722
livecodebench,ERNIE 4.5 300BA47B,ernie-4-5-300b-a47b,503231.6957633828,0.0,1996768.3042366167,46.7,0.467,1996768.3042366167
livecodebench,ERNIE 5.0ThinkingPreview,ernie-5-0-thinking-preview,505070.2876574122,9167918.384588605,327011.32775398274,81.2,0.812,9494929.712342588
livecodebench,EXAONE 4.0 32B,exaone-4-0-32b,512861.8636249308,0.0,1887138.1363750687,47.2,0.472,1887138.1363750687
livecodebench,EXAONE 4.032B,exaone-4-0-32b,503658.9567298538,14552766.8935596,943574.149710546,74.7,0.747,15496341.043270145
livecodebench,Exaone 4.0 1.2B,exaone-4-0-1-2b,506028.367536708,0.0,893971.6324632921,29.3,0.293,893971.6324632921
livecodebench,Exaone 4.01.2B,exaone-4-0-1-2b,511911.878502561,8384390.4550147075,903697.666482732,51.6,0.516,9288088.12149744
livecodebench,Falcon-H1R-7B,falcon-h1r-7b,497635.401372401,16840610.65358115,661753.9450464502,72.4,0.7240000000000001,17502364.5986276
livecodebench,GLM-4.5,glm-4.5,493211.3122942207,13669062.830979822,837725.8567259578,73.8,0.738,14506788.68770578
livecodebench,GLM-4.5-Air,glm-4-5-air,519394.1280117128,13556877.709153987,923728.1628343004,68.4,0.684,14480605.871988287
livecodebench,GLM-4.5V,glm-4-5v,508705.229425833,7629537.213463779,761757.5571103882,60.4,0.604,8391294.770574167
livecodebench,GLM-4.6,glm-4-6-reasoning,512689.5655431431,15509978.87814483,977331.5563120268,69.5,0.695,16487310.434456857
livecodebench,GLM-4.6V,glm-4-6v-reasoning,529481.7939148525,11968348.53710793,502169.66897721833,41.1,0.411,12470518.206085147
livecodebench,GLM-4.7,glm-4-7-non-reasoning,510290.64964325615,19121347.85329829,368361.4970584491,89.4,0.894,19489709.35035674
livecodebench,GPT-4 Turbo,gpt-4-turbo,525496.8015387884,0.0,294503.19846121164,29.1,0.291,294503.19846121164
livecodebench,GPT-4.1,gpt-4-1,513905.44818900985,0.0,586094.5518109901,45.7,0.457,586094.5518109901
livecodebench,GPT-4.1 mini,gpt-4-1-mini,525168.6700788108,0.0,874831.3299211891,48.3,0.483,874831.3299211891
livecodebench,GPT-4.1 nano,gpt-4-1-nano,493326.88201981934,0.0,506673.1179801807,32.6,0.326,506673.1179801807
livecodebench,GPT-4o (Aug),gpt-4o-2024-08-06,501980.6659340836,0.0,498019.3340659163,31.7,0.317,498019.3340659163
livecodebench,GPT-4o (Mar),gpt-4o-chatgpt-03-25,514538.271097254,0.0,325461.728902746,42.5,0.425,325461.728902746
livecodebench,GPT-4o (May),gpt-4o-2024-05-13,524790.3603689029,0.0,365209.6396310971,33.4,0.3339999999999999,365209.6396310971
livecodebench,GPT-4o (Nov),gpt-4o,525183.4465444392,0.0,284816.5534555608,30.9,0.309,284816.5534555608
livecodebench,GPT-4o mini,gpt-4o-mini,505808.5127136387,0.0,494191.4872863612,23.4,0.2339999999999999,494191.4872863612
livecodebench,GPT-5 (ChatGPT),gpt-5-chatgpt,511846.688982488,0.0,408153.31101751205,54.3,0.5429999999999999,408153.31101751205
livecodebench,GPT-5 (high),gpt-5,510099.7834223038,8769869.623056574,420030.5935211216,84.6,0.846,9189900.216577696
livecodebench,GPT-5 (low),gpt-5-low,510394.71966434974,2001239.197602285,388366.0827333653,76.3,0.763,2389605.2803356503
livecodebench,GPT-5 (minimal),gpt-5-minimal,495645.1729852045,0.0,604354.8270147955,55.8,0.5579999999999999,604354.8270147955
livecodebench,GPT-5 Codex(high),gpt-5-codex,456074.2096548937,8377141.874206886,266783.9161382199,84.0,0.84,8643925.790345106
livecodebench,GPT-5 mini(high),gpt-5-mini,512106.1638542528,6991678.311457248,396215.5246885005,83.8,0.838,7387893.836145749
livecodebench,GPT-5 mini(medium),gpt-5-mini-medium,516502.30962832767,2592848.912283942,390648.77808773005,69.2,0.6920000000000001,2983497.690371672
livecodebench,GPT-5 mini(minimal),gpt-5-mini-minimal,510773.6397517855,0.0,589226.3602482144,54.5,0.545,589226.3602482144
livecodebench,GPT-5 nano(high),gpt-5-nano,508896.7590474812,17118026.728641625,373076.5123108906,78.9,0.789,17491103.240952518
livecodebench,GPT-5 nano(medium),gpt-5-nano-medium,510434.1781725462,7217005.936249009,372559.8855784439,76.3,0.763,7589565.821827454
livecodebench,GPT-5 nano(minimal),gpt-5-nano-minimal,511074.4105577303,0.0,688925.5894422698,47.0,0.47,688925.5894422698
livecodebench,GPT-5(medium),gpt-5-medium,511433.5169434482,5470674.328884268,417892.1541722836,70.3,0.703,5888566.483056552
livecodebench,GPT-5.1,gpt-5-1-non-reasoning,509899.0186033089,0.0,490100.9813966911,49.4,0.494,490100.9813966911
livecodebench,GPT-5.1(high),gpt-5-1,480140.5849698689,11166077.076445092,353782.33858503617,86.8,0.868,11519859.415030127
livecodebench,GPT-5.1Codex (high),gpt-5-1-codex,498160.6786622221,9206169.856978416,295669.4643593614,84.9,0.8490000000000001,9501839.321337778
livecodebench,GPT-5.1Codex mini(high),gpt-5-1-codex-mini,471532.3070446293,8456194.253911093,272273.43904427753,83.6,0.836,8728467.692955371
livecodebench,GPT-5.2,gpt-5-2-non-reasoning,527882.031979098,0.0,572117.968020902,66.9,0.669,572117.968020902
livecodebench,GPT-5.2(medium),gpt-5-2-medium,514744.9487647044,3403974.954715013,381280.0965202821,89.4,0.894,3785255.051235295
livecodebench,GPT-5.2(xhigh),gpt-5-2,483666.33802726585,12169803.798933532,346529.86303920194,88.9,0.889,12516333.661972731
livecodebench,Gemini 1.0 Pro,gemini-1-0-pro,523118.936651263,0.0,246881.063348737,11.6,0.1159999999999999,246881.063348737
livecodebench,Gemini 1.5 Flash(May),gemini-1-5-flash-may-2024,560305.7377629161,0.0,329694.26223708375,19.6,0.196,329694.26223708375
livecodebench,Gemini 1.5 Flash(Sep),gemini-1-5-flash,523557.2244373926,0.0,186442.7755626074,27.3,0.273,186442.7755626074
livecodebench,Gemini 1.5 Pro(May),gemini-1-5-pro-may-2024,466726.51762501727,0.0,173273.48237498268,24.4,0.244,173273.48237498268
livecodebench,Gemini 1.5 Pro(Sep),gemini-1-5-pro,492454.72789094807,0.0,177545.27210905196,31.6,0.316,177545.27210905196
livecodebench,Gemini 1.5Flash-8B,gemini-1-5-flash-8b,489762.41454511846,0.0,270237.58545488154,21.7,0.217,270237.58545488154
livecodebench,Gemini 2.0 Flash,gemini-2-0-flash,505432.1217292114,0.0,234567.87827078853,33.4,0.3339999999999999,234567.87827078853
livecodebench,Gemini 2.0 Flash(exp),gemini-2-0-flash-experimental,512549.6487831541,0.0,247450.351216846,21.0,0.21,247450.351216846
livecodebench,Gemini 2.0 ProExperimental,gemini-2-0-pro-experimental-02-05,507620.9971331647,0.0,252379.00286683533,34.7,0.347,252379.00286683533
livecodebench,Gemini 2.0Flash-Lite (Feb),gemini-2-0-flash-lite-001,506632.673599458,0.0,253367.326400542,18.5,0.185,253367.326400542
livecodebench,Gemini 2.0Flash-Lite(Preview),gemini-2-0-flash-lite-preview,507141.7133706921,0.0,282858.2866293079,17.9,0.179,282858.2866293079
livecodebench,Gemini 2.0FlashThinking exp. (Jan),gemini-2-0-flash-thinking-exp-0121,493886.2633596912,247246.40553277865,358867.3311075302,32.1,0.321,606113.7366403089
livecodebench,Gemini 2.5 Flash,gemini-2-5-flash-reasoning-04-2025,493893.93454526656,0.0,1306106.0654547336,49.5,0.495,1306106.0654547336
livecodebench,Gemini 2.5 Flash(Sep),gemini-2-5-flash-preview-09-2025,511097.5555449434,0.0,6988902.444455056,62.5,0.625,6988902.444455056
livecodebench,Gemini 2.5Flash,gemini-2-5-flash-reasoning-04-2025,502372.1826791719,24383510.51159568,1114117.3057251505,69.5,0.695,25497627.81732083
livecodebench,Gemini 2.5Flash (Sep),gemini-2-5-flash-preview-09-2025,520752.1024440384,14585397.881690873,893850.01586509,71.3,0.713,15479247.897555962
livecodebench,Gemini 2.5Flash-Lite,gemini-2-5-flash-lite-reasoning,497798.5890622279,21303984.04916188,1198217.3617758935,59.3,0.593,22502201.41093777
livecodebench,Gemini 2.5Flash-Lite (Sep),gemini-2-5-flash-lite-preview-09-2025-reasoning,510857.4136923478,0.0,7389142.586307651,64.1,0.6409999999999999,7389142.586307651
livecodebench,Gemini 2.5Flash-Lite(Sep),gemini-2-5-flash-lite-preview-09-2025-reasoning,522453.6989389386,11125074.557017162,1352471.7440439002,68.8,0.688,12477546.301061062
livecodebench,Gemini 2.5Pro,gemini-2-5-pro,511804.4805824421,17201500.172231954,1286695.3471856047,80.1,0.8009999999999999,18488195.51941756
livecodebench,Gemini 2.5Pro (Mar),gemini-2-5-pro-03-25,505740.7165979771,17537451.497117892,1956807.7862841296,77.8,0.778,19494259.283402026
livecodebench,Gemini 2.5Pro (May),gemini-2-5-pro-05-06,499014.4500063815,17540392.97525805,1960592.5747355707,77.0,0.77,19500985.54999362
livecodebench,Gemini 3 Flash,gemini-3-flash-reasoning,491634.93896967545,0.0,608365.0610303245,79.7,0.797,608365.0610303245
livecodebench,Gemini 3 ProPreview(high),gemini-3-pro,510463.3386218327,10804294.956544736,685241.704833434,91.7,0.917,11489536.661378171
livecodebench,Gemini 3 ProPreview(low),gemini-3-pro-low,504422.8691154719,107957.33694083447,2387619.7939436934,85.7,0.857,2495577.130884528
livecodebench,Gemini 3Flash,gemini-3-flash-reasoning,509425.4461303752,16813771.845139273,676802.7087303534,90.8,0.908,17490574.553869627
livecodebench,Gemma 3 12B,gemma-3-12b,512644.8174637487,0.0,307355.1825362513,13.7,0.1369999999999999,307355.1825362513
livecodebench,Gemma 3 1B,gemma-3-1b,504239.6682724168,0.0,225760.3317275832,1.7,0.017,225760.3317275832
livecodebench,Gemma 3 270M,gemma-3-270m,508462.78415509535,0.0,361537.2158449047,0.3,0.3,361537.2158449047
livecodebench,Gemma 3 27B,gemma-3-27b,510957.2492627665,0.0,309042.75073723355,13.7,0.1369999999999999,309042.75073723355
livecodebench,Gemma 3 4B,gemma-3-4b,505633.3303910344,0.0,274366.6696089656,11.2,0.1119999999999999,274366.6696089656
livecodebench,Gemma 3n E2B,gemma-3n-e2b,506449.1843904704,0.0,473550.8156095296,9.5,0.095,473550.8156095296
livecodebench,Gemma 3n E4B,gemma-3n-e4b,509709.51017865376,0.0,320290.48982134624,14.6,0.146,320290.48982134624
livecodebench,Gemma 3n E4B(May),gemma-3n-e4b-preview-0520,506754.41936798143,0.0,243245.5806320185,13.8,0.138,243245.5806320185
livecodebench,Granite 3.3 8B,granite-3-3-8b-instruct,509247.4887917808,0.0,340752.5112082192,12.7,0.127,340752.5112082192
livecodebench,Granite 4.0 1B,granite-4-0-nano-1b,509963.8681767748,0.0,60036.13182322519,4.7,0.047,60036.13182322519
livecodebench,Granite 4.0 350M,granite-4-0-350m,508064.2990385843,0.0,491935.7009614158,2.4,0.024,491935.7009614158
livecodebench,Granite 4.0 H 1B,granite-4-0-h-nano-1b,508725.6626254788,0.0,171274.33737452113,11.5,0.115,171274.33737452113
livecodebench,Granite 4.0 H350M,granite-4-0-h-350m,510974.3999456589,0.0,109025.60005434108,1.9,0.019,109025.60005434108
livecodebench,Granite 4.0 HSmall,granite-4-0-h-small,508130.36694664287,0.0,341869.6330533572,25.1,0.251,341869.6330533572
livecodebench,Granite 4.0 Micro,granite-4-0-micro,508038.0324637514,0.0,191961.96753624853,18.0,0.18,191961.96753624853
livecodebench,Grok 2,grok-2-1212,520440.105806778,0.0,189559.89419322208,26.7,0.267,189559.89419322208
livecodebench,Grok 3,grok-3,489180.76971716265,0.0,510819.23028283735,42.5,0.425,510819.23028283735
livecodebench,Grok 3 miniReasoning(high),grok-3-mini-reasoning,436410.3832966517,14266925.618225943,296663.9984774039,69.6,0.696,14563589.616703346
livecodebench,Grok 4,grok-4,517789.2117846873,14114760.859074604,367449.9291407085,81.9,0.8190000000000001,14482210.788215311
livecodebench,Grok 4 Fast,grok-4-fast-reasoning,512905.16503063095,10158615.063940678,328479.77102869144,83.2,0.8320000000000001,10487094.83496937
livecodebench,Grok 4.1 Fast,grok-4-1-fast,511364.3932528218,0.0,1088635.606747178,39.9,0.3989999999999999,1088635.606747178
livecodebench,Grok 4.1Fast,grok-4-1-fast,512962.8968716936,10163420.589056203,323616.5140721044,82.2,0.8220000000000001,10487037.103128308
livecodebench,Grok Beta,grok-beta,539757.3922441795,0.0,380242.6077558205,24.1,0.241,380242.6077558205
livecodebench,Grok CodeFast 1,grok-code-fast-1,510121.6744221301,8687072.132163275,302806.1934145938,65.7,0.657,8989878.325577868
livecodebench,Hermes 3 -Llama-3.1 70B,hermes-3-llama-3-1-70b,515604.2193146707,0.0,184395.7806853293,18.8,0.188,184395.7806853293
livecodebench,Hermes 4 405B,,503956.87152842834,0.0,376043.12847157166,54.6,0.546,376043.12847157166
livecodebench,Hermes 4 70B,,514067.41512032086,9819086.20105096,666846.3838287173,65.3,0.653,10485932.584879678
livecodebench,Hermes 4405B,,492195.6160528399,17365.140983868976,690439.2429632911,68.6,0.6859999999999999,707804.3839471601
livecodebench,HyperCLOVA XSEED Think(32B),hyperclova-x-seed-think-32b,511460.1470574781,6832229.311650545,356310.54129197664,62.9,0.629,7188539.852942522
livecodebench,INTELLECT-3,intellect-3,510166.3924092967,20512418.39571068,977415.2118800224,77.7,0.777,21489833.6075907
livecodebench,Jamba 1.5 Large,jamba-1-5-large,562981.1401241721,0.0,327018.8598758279,14.3,0.143,327018.8598758279
livecodebench,Jamba 1.5 Mini,jamba-1-5-mini,521433.1144955909,0.0,348566.8855044091,6.2,0.062,348566.8855044091
livecodebench,Jamba 1.6 Large,jamba-1-6-large,523850.0524076731,0.0,206149.94759232696,17.2,0.172,206149.94759232696
livecodebench,Jamba 1.6 Mini,jamba-1-6-mini,520178.18959372834,0.0,159821.81040627166,7.1,0.071,159821.81040627166
livecodebench,Jamba 1.7 Large,jamba-1-7-large,507333.5261530229,0.0,212666.47384697708,18.1,0.181,212666.47384697708
livecodebench,Jamba 1.7 Mini,jamba-1-7-mini,509449.7166597254,0.0,200550.28334027453,6.1,0.061,200550.28334027453
livecodebench,JambaReasoning 3B,jamba-reasoning-3b,506503.7316174056,3174418.6498761955,919077.6185063986,21.0,0.21,4093496.268382594
livecodebench,K-EXAONE,k-exaone,517586.7504682319,18565026.79402122,917386.4555105472,76.8,0.768,19482413.249531765
livecodebench,K2-V2 (high),k2-v2,518792.2751941965,23823413.77901398,1657793.9457918226,69.4,0.6940000000000001,25481207.7248058
livecodebench,K2-V2 (low),k2-v2-low,501756.5797894835,644732.7222063668,1653510.6980041496,39.3,0.3929999999999999,2298243.4202105165
livecodebench,K2-V2(medium),k2-v2-medium,510395.78351042303,3352658.553256992,1836945.6632325856,54.1,0.541,5189604.216489578
livecodebench,KAT-Coder-Pro V1,kat-coder-pro-v1,513068.0115728712,0.0,1986931.9884271289,74.7,0.747,1986931.9884271289
livecodebench,Kimi K2,kimi-k2,505954.40164034656,0.0,1994045.5983596533,55.6,0.556,1994045.5983596533
livecodebench,Kimi K2 0905,kimi-k2-0905,502824.7500499499,0.0,3097175.24995005,61.0,0.61,3097175.24995005
livecodebench,Kimi K2Thinking,kimi-k2-thinking,515843.7528876893,18897446.94346001,1586709.3036523017,85.3,0.853,20484156.24711231
livecodebench,Kimi Linear 48BA3B Instruct,kimi-linear-48b-a3b-instruct,530226.0736184096,0.0,10469773.92638159,37.8,0.3779999999999999,10469773.92638159
livecodebench,LFM 40B,lfm-40b,514401.63042164536,0.0,315598.36957835464,9.6,0.096,315598.36957835464
livecodebench,LFM2 1.2B,lfm2-1-2b,507738.52550341305,0.0,262261.47449658695,2.0,0.02,262261.47449658695
livecodebench,LFM2 2.6B,lfm2-2-6b,509618.5907568779,0.0,420381.40924312215,8.1,0.081,420381.40924312215
livecodebench,LFM2 8B A1B,lfm2-8b-a1b,497251.2942581332,0.0,1002748.7057418668,15.1,0.151,1002748.7057418668
livecodebench,Ling-1T,ling-1t,514064.4764877221,0.0,2785935.5235122778,67.7,0.677,2785935.5235122778
livecodebench,Ling-flash-2.0,ling-flash-2-0,512803.0318508362,0.0,2787196.968149164,58.9,0.589,2787196.968149164
livecodebench,Ling-mini-2.0,ling-mini-2-0,455336.04278927017,0.0,1844663.9572107296,42.9,0.429,1844663.9572107296
livecodebench,Llama 2 Chat 13B,llama-2-chat-13b,521363.8273359869,0.0,158636.17266401317,9.8,0.098,158636.17266401317
livecodebench,Llama 2 Chat 70B,llama-2-chat-70b,520203.95456607535,0.0,149796.0454339246,9.8,0.098,149796.0454339246
livecodebench,Llama 2 Chat 7B,llama-2-chat-7b,523250.0026017035,0.0,436749.99739829655,0.2,0.2,436749.99739829655
livecodebench,Llama 3 70B,llama-3-instruct-70b,510041.2247905113,0.0,139958.77520948878,19.8,0.198,139958.77520948878
livecodebench,Llama 3 8B,llama-3-instruct-8b,520057.4729678498,0.0,149942.5270321501,9.6,0.096,149942.5270321501
livecodebench,Llama 3.1 405B,llama-3-1-instruct-405b,520627.3777324035,0.0,289372.6222675965,30.5,0.305,289372.6222675965
livecodebench,Llama 3.1 70B,llama-3-1-instruct-70b,521987.9959839048,0.0,288012.00401609525,23.2,0.2319999999999999,288012.00401609525
livecodebench,Llama 3.1 8B,llama-3-1-instruct-8b,522820.91452301387,0.0,327179.08547698613,11.6,0.1159999999999999,327179.08547698613
livecodebench,Llama 3.1Nemotron 70B,llama-3-1-nemotron-instruct-70b,542731.3346981186,0.0,457268.6653018814,16.9,0.1689999999999999,457268.6653018814
livecodebench,Llama 3.1NemotronNano 4B v1.1,llama-3-1-nemotron-nano-4b-reasoning,500980.1004646233,17240357.74092624,258662.15860913723,49.3,0.493,17499019.899535377
livecodebench,Llama 3.2 11B(Vision),llama-3-2-instruct-11b-vision,510834.4065900618,0.0,359165.59340993816,11.0,0.11,359165.59340993816
livecodebench,Llama 3.2 1B,llama-3-2-instruct-1b,514900.68496475095,0.0,415099.31503524905,1.9,0.019,415099.31503524905
livecodebench,Llama 3.2 3B,llama-3-2-instruct-3b,512800.35010025033,0.0,327199.6498997496,8.3,0.083,327199.6498997496
livecodebench,Llama 3.2 90B(Vision),llama-3-2-instruct-90b-vision,522238.2045683536,0.0,257761.79543164643,21.4,0.214,257761.79543164643
livecodebench,Llama 3.3 70B,llama-3-3-instruct-70b,520437.4059313653,0.0,229562.5940686347,28.8,0.288,229562.5940686347
livecodebench,Llama 3.3Nemotron Super49B,llama-3-3-nemotron-super-49b,514097.5668132144,0.0,315902.4331867856,28.0,0.28,315902.4331867856
livecodebench,Llama 3.3NemotronSuper 49B,llama-3-3-nemotron-super-49b,509514.1257707616,0.0,290485.8742292384,27.7,0.2769999999999999,290485.8742292384
livecodebench,Llama 4 Maverick,llama-4-maverick,491582.797794077,0.0,808417.202205923,39.7,0.397,808417.202205923
livecodebench,Llama 4 Scout,llama-4-scout,499898.29764606734,0.0,900101.7023539327,29.9,0.299,900101.7023539327
livecodebench,Llama NemotronSuper 49B v1.5,llama-nemotron-super-49b-v1-5-reasoning,512576.2153663878,0.0,297423.78463361226,29.0,0.29,297423.78463361226
livecodebench,LlamaNemotronSuper 49B v1.5,llama-nemotron-super-49b-v1-5-reasoning,520015.9797917497,15534870.58289621,945113.4373120408,73.7,0.737,16479984.02020825
livecodebench,LlamaNemotronUltra,llama-3-1-nemotron-ultra-253b-v1-reasoning,511348.13749566267,8518018.716202319,370633.1463020191,64.1,0.6409999999999999,8888651.862504337
livecodebench,MagistralMedium 1,magistral-medium,491399.48354354186,15032350.228414943,476250.288041515,52.7,0.527,15508600.51645646
livecodebench,MagistralMedium 1.2,magistral-medium-2509,501504.96661383024,10940052.80421486,558442.2291713096,75.0,0.75,11498495.033386167
livecodebench,MagistralSmall 1,magistral-small,668810.5995231853,12803588.72557474,527600.6749020735,51.4,0.514,13331189.400476811
livecodebench,MagistralSmall 1.2,magistral-small-2509,509214.5374408583,10917073.785723958,573711.6768351834,72.3,0.723,11490785.46255914
