benchmark,model,model_slug,input_tokens,reasoning_tokens,answer_tokens,score,score_raw,total_output_tokens
artificial-analysis-long-context-reasoning,Claude 4Sonnet,claude-4-sonnet,9651497.366227549,1138737.673023304,209764.96074914653,64.7,0.647,1348502.6337724505
artificial-analysis-long-context-reasoning,Claude Opus 4.5,claude-opus-4-5,9471749.240235262,0.0,28250.75976473838,65.3,0.653,28250.75976473838
artificial-analysis-long-context-reasoning,Claude Opus 4.6(high),claude-opus-4-6,9472480.253045132,0.0,27519.7469548686,58.3,0.583,27519.7469548686
artificial-analysis-long-context-reasoning,Claude Opus4.5,claude-opus-4-5,9433489.364786208,143911.1495427799,22599.48567101228,74.0,0.74,166510.63521379218
artificial-analysis-long-context-reasoning,Claude Opus4.6 (max),claude-opus-4-6-adaptive,9431176.141324248,244267.3572880252,24556.501387727523,70.7,0.7070000000000001,268823.8586757527
artificial-analysis-long-context-reasoning,Claude Sonnet 4.6(Non-reasoning),claude-sonnet-4-6,9470857.577646973,0.0,29142.42235302799,57.7,0.5770000000000001,29142.42235302799
artificial-analysis-long-context-reasoning,"Claude Sonnet 4.6(Non-reasoning,Low Effort)",claude-sonnet-4-6-non-reasoning-low-effort,9480199.822814602,0.0,19800.17718539772,58.7,0.5870000000000001,19800.17718539772
artificial-analysis-long-context-reasoning,ClaudeSonnet 4.6(max),claude-sonnet-4-6-adaptive,9423541.217255024,446964.4905986435,29494.29214633244,70.7,0.7070000000000001,476458.782744976
artificial-analysis-long-context-reasoning,Cogito v2.1,,9437088.41733245,558830.3826887527,4081.1999787969,21.7,0.217,562911.5826675496
artificial-analysis-long-context-reasoning,Command A,command-a,9481136.363398343,0.0,18863.636601654536,18.0,0.18,18863.636601654536
artificial-analysis-long-context-reasoning,DeepSeek R1(Jan),deepseek-r1-0120,9459454.81762654,124006.26846122084,16538.91391224045,52.3,0.523,140545.18237346128
artificial-analysis-long-context-reasoning,DeepSeek R10528,deepseek-r1,9517337.298570096,55942.79871304798,26719.90271685822,54.7,0.547,82662.7014299062
artificial-analysis-long-context-reasoning,DeepSeek R10528 Qwen38B,deepseek-r1-qwen3-8b,9390454.617349852,99967.47570629258,9577.906943855882,13.0,0.13,109545.38265014846
artificial-analysis-long-context-reasoning,DeepSeek R1Distill Qwen1.5B,deepseek-r1-distill-qwen-1-5b,9759618.810042197,828430.7655625183,411950.42439528456,0.3,0.3,1240381.1899578029
artificial-analysis-long-context-reasoning,DeepSeek R1Distill Qwen14B,deepseek-r1-distill-qwen-14b,9441843.861081123,49506.3587772195,8649.780141658517,7.0,0.07,58156.138918878016
artificial-analysis-long-context-reasoning,DeepSeek R1Distill Qwen32B,deepseek-r1-distill-qwen-32b,9169516.918250348,56254.79062008111,674228.2911295698,9.7,0.0969999999999999,730483.0817496509
artificial-analysis-long-context-reasoning,DeepSeek R1DistillLlama 70B,deepseek-r1-distill-llama-70b,9761828.905852595,987521.0054517057,250650.0886956973,11.0,0.11,1238171.094147403
artificial-analysis-long-context-reasoning,DeepSeek R1DistillLlama 8B,deepseek-r1-distill-llama-8b,,,,0.0,0.0,
artificial-analysis-long-context-reasoning,DeepSeek V3 (Dec),deepseek-v3,9480316.287091063,0.0,19683.712908934634,29.0,0.29,19683.712908934634
artificial-analysis-long-context-reasoning,DeepSeek V3 0324,deepseek-v3-0324,9572810.184168344,0.0,27189.81583165747,41.0,0.41,27189.81583165747
artificial-analysis-long-context-reasoning,DeepSeek V3.1,deepseek-v3-1,9571738.130702354,0.0,28261.86929764605,45.0,0.45,28261.86929764605
artificial-analysis-long-context-reasoning,DeepSeek V3.1Terminus,deepseek-v3-1-terminus,9475837.01356212,0.0,24162.986437880645,43.3,0.433,24162.986437880645
artificial-analysis-long-context-reasoning,DeepSeek V3.2,deepseek-v3-2-reasoning,9471983.68136383,0.0,28016.318636170185,39.0,0.39,28016.318636170185
artificial-analysis-long-context-reasoning,DeepSeek V3.2 Exp,deepseek-v3-2-reasoning-0925,9478035.036229337,0.0,21964.9637706645,43.0,0.43,21964.9637706645
artificial-analysis-long-context-reasoning,DeepSeekV3.1,deepseek-v3-1,9521892.416456696,60734.13224239872,17373.451300905097,53.3,0.5329999999999999,78107.58354330382
artificial-analysis-long-context-reasoning,DeepSeekV3.1Terminus,deepseek-v3-1-terminus,9411139.457955424,171542.44162527355,17318.10041930272,65.0,0.65,188860.54204457623
artificial-analysis-long-context-reasoning,DeepSeekV3.2,deepseek-v3-2-reasoning,9469026.612042096,220594.63669662183,10378.751261281226,65.0,0.65,230973.38795790303
artificial-analysis-long-context-reasoning,DeepSeekV3.2 Exp,deepseek-v3-2-reasoning-0925,9451523.96464928,132915.50806959707,15560.52728112523,69.0,0.69,148476.0353507223
artificial-analysis-long-context-reasoning,DeepSeekV3.2Speciale,deepseek-v3-2-speciale,9411215.241581174,584768.3546646785,4016.4037541466114,59.3,0.593,588784.7584188251
artificial-analysis-long-context-reasoning,Devstral 2,devstral-2,9392030.335288951,0.0,7969.66471104706,30.0,0.3,7969.66471104706
artificial-analysis-long-context-reasoning,Devstral Medium,devstral-medium,9481359.780610276,0.0,18640.21938972303,28.7,0.287,18640.21938972303
artificial-analysis-long-context-reasoning,Devstral Small,devstral-small,9476207.620482989,0.0,23792.379517014106,17.0,0.17,23792.379517014106
artificial-analysis-long-context-reasoning,Devstral Small 2,devstral-small-2,9383874.572838629,0.0,16125.427161373893,24.0,0.24,16125.427161373893
artificial-analysis-long-context-reasoning,Devstral Small(May),devstral-small-2505,9384848.82158795,0.0,15151.178412050149,26.7,0.267,15151.178412050149
artificial-analysis-long-context-reasoning,Doubao SeedCode,doubao-seed-code,9467068.542281272,116434.40939772132,16497.0483210079,65.3,0.653,132931.45771872922
artificial-analysis-long-context-reasoning,ERNIE 4.5 300BA47B,ernie-4-5-300b-a47b,4792365.362232154,0.0,7634.637767846399,2.3,0.023,7634.637767846399
artificial-analysis-long-context-reasoning,ERNIE 5.0ThinkingPreview,ernie-5-0-thinking-preview,4494023.131598501,94814.08585912688,11162.782542372648,6.7,0.067,105976.86840149952
artificial-analysis-long-context-reasoning,EXAONE 4.0 32B,exaone-4-0-32b,8486563.156716794,0.0,13436.8432832068,8.0,0.08,13436.8432832068
artificial-analysis-long-context-reasoning,EXAONE 4.032B,exaone-4-0-32b,8253960.032695418,2653242.852040132,92797.11526445058,14.0,0.14,2746039.9673045827
artificial-analysis-long-context-reasoning,Exaone 4.0 1.2B,exaone-4-0-1-2b,,,,0.0,0.0,
artificial-analysis-long-context-reasoning,Exaone 4.01.2B,exaone-4-0-1-2b,,,,0.0,0.0,
artificial-analysis-long-context-reasoning,Falcon-H1R-7B,falcon-h1r-7b,9115881.215987075,280098.6161368027,4020.167876119629,8.7,0.087,284118.7840129223
artificial-analysis-long-context-reasoning,GLM 5V Turbo,glm-5v-turbo,9462196.131658332,217648.1080750746,20155.760266593512,61.0,0.61,237803.8683416681
artificial-analysis-long-context-reasoning,GLM-4.5,glm-4.5,9490544.091815775,79969.16014936945,29486.74803485247,48.3,0.483,109455.90818422192
artificial-analysis-long-context-reasoning,GLM-4.5-Air,glm-4-5-air,9465468.069998292,97375.71190883084,37156.21809287764,43.7,0.437,134531.93000170848
artificial-analysis-long-context-reasoning,GLM-4.5V,glm-4-5v,,,,0.0,0.0,
artificial-analysis-long-context-reasoning,GLM-4.6,glm-4-6-reasoning,9397483.010240505,75368.07214581227,27148.9176136851,54.3,0.5429999999999999,102516.98975949736
artificial-analysis-long-context-reasoning,GLM-4.6V,glm-4-6v-reasoning,9449490.05261933,133828.02253355514,16681.924847113765,40.3,0.4029999999999999,150509.9473806689
artificial-analysis-long-context-reasoning,GLM-4.7,glm-4-7-non-reasoning,9453053.653782189,330608.84934795427,16337.496869858933,64.0,0.64,346946.3462178132
artificial-analysis-long-context-reasoning,GLM-4.7-Flash,glm-4-7-flash,9470670.753744628,417381.5706694152,11947.675585956467,35.0,0.35,429329.24625537166
artificial-analysis-long-context-reasoning,GLM-5,glm-5,9359712.487891927,614008.1688505595,26279.343257512824,63.3,0.633,640287.5121080723
artificial-analysis-long-context-reasoning,GLM-5-Turbo,glm-5-turbo,9466550.573223202,420755.338541456,12694.088235342566,60.7,0.607,433449.42677679856
artificial-analysis-long-context-reasoning,GLM-5.1,glm-5-1,9473518.566442313,506698.2233974319,19783.210160255094,62.3,0.623,526481.433557687
artificial-analysis-long-context-reasoning,GPT-4.1,gpt-4-1,9450155.45530198,0.0,49844.54469801854,61.0,0.61,49844.54469801854
artificial-analysis-long-context-reasoning,GPT-4.1 mini,gpt-4-1-mini,9549956.97746939,0.0,50043.02253060992,42.3,0.423,50043.02253060992
artificial-analysis-long-context-reasoning,GPT-4.1 nano,gpt-4-1-nano,8973863.164036894,0.0,26136.83596310445,17.0,0.17,26136.83596310445
artificial-analysis-long-context-reasoning,GPT-4o (Aug),gpt-4o-2024-08-06,9386819.7860932,0.0,13180.213906800527,35.0,0.35,13180.213906800527
artificial-analysis-long-context-reasoning,GPT-4o (ChatGPT),gpt-4o-chatgpt,9481045.013615577,0.0,18954.98638442271,53.0,0.53,18954.98638442271
artificial-analysis-long-context-reasoning,GPT-4o (Nov),gpt-4o,,,,0.0,0.0,
artificial-analysis-long-context-reasoning,GPT-5 (ChatGPT),gpt-5-chatgpt,9464674.31325696,0.0,35325.686743039674,63.7,0.637,35325.686743039674
artificial-analysis-long-context-reasoning,GPT-5 (high),gpt-5,9132046.53509921,658183.8615944759,209769.60330631325,75.6,0.7559999999999999,867953.4649007892
artificial-analysis-long-context-reasoning,GPT-5 (low),gpt-5-low,8211200.213447572,338268.28997523943,50531.49657718881,58.7,0.5870000000000001,388799.78655242827
artificial-analysis-long-context-reasoning,GPT-5 (minimal),gpt-5-minimal,7294660.107306446,0.0,5339.892693553925,25.0,0.25,5339.892693553925
artificial-analysis-long-context-reasoning,GPT-5 Codex(high),gpt-5-codex,9390254.944189811,101280.85382154526,8464.201988641815,69.0,0.69,109745.05581018708
artificial-analysis-long-context-reasoning,GPT-5 mini(high),gpt-5-mini,9551676.479655595,242544.66169788296,5778.858646520775,68.0,0.68,248323.5203444037
artificial-analysis-long-context-reasoning,GPT-5 mini(medium),gpt-5-mini-medium,9484837.418681348,0.0,115162.58131865344,66.0,0.66,115162.58131865344
artificial-analysis-long-context-reasoning,GPT-5 mini(minimal),gpt-5-mini-minimal,9482442.777198091,0.0,17557.222801906966,35.7,0.357,17557.222801906966
artificial-analysis-long-context-reasoning,GPT-5 nano(high),gpt-5-nano,9466980.909003118,0.0,533019.090996881,41.7,0.417,533019.090996881
artificial-analysis-long-context-reasoning,GPT-5 nano(medium),gpt-5-nano-medium,9560614.65137246,0.0,239385.3486275421,40.0,0.4,239385.3486275421
artificial-analysis-long-context-reasoning,GPT-5 nano(minimal),gpt-5-nano-minimal,9482163.668386145,0.0,17836.331613856524,20.0,0.2,17836.331613856524
artificial-analysis-long-context-reasoning,GPT-5(medium),gpt-5-medium,9895318.981027847,976097.3321174846,128583.68685466894,72.8,0.728,1104681.0189721535
artificial-analysis-long-context-reasoning,GPT-5.1,gpt-5-1-non-reasoning,9486131.62459835,0.0,13868.375401650304,44.0,0.44,13868.375401650304
artificial-analysis-long-context-reasoning,GPT-5.1(high),gpt-5-1,9399024.029492017,192079.56170346256,8896.408804522602,75.0,0.75,200975.9705079852
artificial-analysis-long-context-reasoning,GPT-5.1Codex (high),gpt-5-1-codex,9402655.689623237,87300.59672832645,10043.713648438455,67.3,0.6729999999999999,97344.3103767649
artificial-analysis-long-context-reasoning,GPT-5.1Codex mini(high),gpt-5-1-codex-mini,9461303.247083724,131949.1536310204,6747.599285255013,62.7,0.627,138696.7529162754
artificial-analysis-long-context-reasoning,GPT-5.2,gpt-5-2-non-reasoning,9389604.786726464,0.0,10395.21327353521,38.0,0.38,10395.21327353521
artificial-analysis-long-context-reasoning,GPT-5.2(medium),gpt-5-2-medium,9162721.838628804,28180.8288495628,9097.332521634087,63.3,0.633,37278.16137119689
artificial-analysis-long-context-reasoning,GPT-5.2(xhigh),gpt-5-2,9390455.574505,300564.751436198,8979.674058802939,72.7,0.727,309544.42549500096
artificial-analysis-long-context-reasoning,GPT-5.2Codex(xhigh),gpt-5-2-codex,9359919.577695591,632096.3337287521,7984.088575657106,75.7,0.757,640080.4223044092
artificial-analysis-long-context-reasoning,GPT-5.3Codex(xhigh),gpt-5-3-codex,9414180.72332741,177636.21901155388,8183.057661035644,74.0,0.74,185819.2766725896
artificial-analysis-long-context-reasoning,GPT-5.4 mini,gpt-5-4-mini-non-reasoning,9389790.711048337,0.0,10209.288951666347,30.3,0.303,10209.288951666347
artificial-analysis-long-context-reasoning,GPT-5.4 mini(medium),gpt-5-4-mini-medium,9429360.300931867,64232.62878532241,6407.070282811249,61.3,0.613,70639.69906813366
artificial-analysis-long-context-reasoning,GPT-5.4 mini(xhigh),gpt-5-4-mini,9403065.960604828,590464.0984060962,6469.940989076295,69.3,0.693,596934.0393951725
artificial-analysis-long-context-reasoning,GPT-5.4 nano,gpt-5-4-nano-medium,9443447.459190916,47725.40332803756,8827.137481046797,57.3,0.573,56552.54080908436
artificial-analysis-long-context-reasoning,GPT-5.4 nano(xhigh),gpt-5-4-nano,9418257.771795733,373948.9828840332,7793.245320234007,66.0,0.66,381742.2282042672
artificial-analysis-long-context-reasoning,GPT-5.4(Non-reasoning),gpt-5-4-non-reasoning,9387027.461097827,0.0,12972.538902170592,47.3,0.473,12972.538902170592
artificial-analysis-long-context-reasoning,GPT-5.4(xhigh),gpt-5-4,9481090.15740269,210733.9521878868,8175.8904094229265,74.0,0.74,218909.84259730973
artificial-analysis-long-context-reasoning,Gemini 2.0 Flash,gemini-2-0-flash,9486718.989624862,0.0,13281.01037513771,28.3,0.283,13281.01037513771
artificial-analysis-long-context-reasoning,Gemini 2.5 Flash,gemini-2-5-flash-reasoning-04-2025,9576172.042236373,0.0,23827.95776362677,45.9,0.4589999999999999,23827.95776362677
artificial-analysis-long-context-reasoning,Gemini 2.5 Flash(Sep),gemini-2-5-flash-preview-09-2025,9459139.748299874,0.0,40860.251700124616,56.7,0.5670000000000001,40860.251700124616
artificial-analysis-long-context-reasoning,Gemini 2.5Flash,gemini-2-5-flash-reasoning-04-2025,9522024.04136021,157468.21050163775,20507.74813815213,61.7,0.617,177975.95863978987
artificial-analysis-long-context-reasoning,Gemini 2.5Flash (Sep),gemini-2-5-flash-preview-09-2025,9432214.4746884,144154.57770272,23630.94760888068,64.3,0.643,167785.52531160068
artificial-analysis-long-context-reasoning,Gemini 2.5Flash-Lite,gemini-2-5-flash-lite-reasoning,9534769.04076864,152592.00711540674,12638.95211595303,51.3,0.513,165230.95923135977
artificial-analysis-long-context-reasoning,Gemini 2.5Flash-Lite (Sep),gemini-2-5-flash-lite-preview-09-2025-reasoning,9434605.008295592,0.0,65394.991704407286,48.0,0.48,65394.991704407286
artificial-analysis-long-context-reasoning,Gemini 2.5Flash-Lite(Sep),gemini-2-5-flash-lite-preview-09-2025-reasoning,9423340.072096266,154424.27785409038,22235.65004964267,59.0,0.59,176659.92790373304
artificial-analysis-long-context-reasoning,Gemini 2.5Pro,gemini-2-5-pro,9520412.282040816,0.0,179587.717959183,66.0,0.66,179587.717959183
artificial-analysis-long-context-reasoning,Gemini 3 Flash,gemini-3-flash-reasoning,9480807.58135526,0.0,19192.41864473916,48.0,0.48,19192.41864473916
artificial-analysis-long-context-reasoning,Gemini 3 ProPreview(high),gemini-3-pro,9449392.32187159,331518.8887844419,19088.789343967896,70.7,0.7070000000000001,350607.67812840984
artificial-analysis-long-context-reasoning,Gemini 3 ProPreview(low),gemini-3-pro-low,9423064.639473025,156904.18872173334,20031.17180524236,67.3,0.6729999999999999,176935.3605269757
artificial-analysis-long-context-reasoning,Gemini 3.1Flash-LitePreview,gemini-3-1-flash-lite-preview,9456532.435988814,229925.82791120623,13541.73609998068,65.3,0.653,243467.5640111869
artificial-analysis-long-context-reasoning,Gemini 3.1Pro Preview,gemini-3-1-pro-preview,9400326.30084905,184495.54050662665,15178.15864432386,72.7,0.727,199673.6991509505
artificial-analysis-long-context-reasoning,Gemini 3Flash,gemini-3-flash-reasoning,9408217.544753917,469731.1163684908,22051.33887759323,66.3,0.6629999999999999,491782.455246084
artificial-analysis-long-context-reasoning,Gemma 3 12B,gemma-3-12b,9188997.768871004,0.0,11002.2311289972,6.7,0.067,11002.2311289972
artificial-analysis-long-context-reasoning,Gemma 3 1B,gemma-3-1b,,,,0.0,0.0,
artificial-analysis-long-context-reasoning,Gemma 3 270M,gemma-3-270m,,,,0.0,0.0,
artificial-analysis-long-context-reasoning,Gemma 3 27B,gemma-3-27b,9473850.253517164,0.0,26149.746482836257,5.7,0.057,26149.746482836257
artificial-analysis-long-context-reasoning,Gemma 3 4B,gemma-3-4b,9088000.293495515,0.0,11999.706504485,5.7,0.057,11999.706504485
artificial-analysis-long-context-reasoning,Gemma 3n E2B,gemma-3n-e2b,,,,0.0,0.0,
artificial-analysis-long-context-reasoning,Gemma 3n E4B,gemma-3n-e4b,,,,0.0,0.0,
artificial-analysis-long-context-reasoning,Gemma 4 26B A4B,gemma-4-26b-a4b,9470441.237326056,0.0,29558.762673943904,39.7,0.397,29558.762673943904
artificial-analysis-long-context-reasoning,Gemma 4 26BA4B,gemma-4-26b-a4b,9373286.499803388,490165.51226735534,36547.98792925695,55.7,0.557,526713.5001966123
artificial-analysis-long-context-reasoning,Gemma 4 31B,gemma-4-31b,9473739.99910873,115372.95549364234,10887.045397626878,62.0,0.62,126260.0008912692
artificial-analysis-long-context-reasoning,Gemma 4 E2B,gemma-4-e2b,8900575.819795212,86621.89427694725,12802.2859278406,15.0,0.15,99424.18020478784
artificial-analysis-long-context-reasoning,Gemma 4 E4B,gemma-4-e4b,8902637.436088335,85667.72185767026,11694.842053994573,30.7,0.307,97362.56391166482
artificial-analysis-long-context-reasoning,Granite 3.3 8B,granite-3-3-8b-instruct,4293381.458849607,0.0,6618.541150392613,4.3,0.043,6618.541150392613
artificial-analysis-long-context-reasoning,Granite 4.0 1B,granite-4-0-nano-1b,9486208.916182425,0.0,13791.08381757458,4.0,0.04,13791.08381757458
artificial-analysis-long-context-reasoning,Granite 4.0 350M,granite-4-0-350m,,,,0.0,0.0,
artificial-analysis-long-context-reasoning,Granite 4.0 H 1B,granite-4-0-h-nano-1b,9388112.429652091,0.0,11887.570347909475,6.3,0.063,11887.570347909475
artificial-analysis-long-context-reasoning,Granite 4.0 H350M,granite-4-0-h-350m,,,,0.0,0.0,
artificial-analysis-long-context-reasoning,Granite 4.0 HSmall,granite-4-0-h-small,9473701.079868138,0.0,26298.92013186241,9.0,0.09,26298.92013186241
artificial-analysis-long-context-reasoning,Granite 4.0 Micro,granite-4-0-micro,9467616.998505527,0.0,32383.001494471024,4.0,0.04,32383.001494471024
artificial-analysis-long-context-reasoning,Grok 3,grok-3,9452655.714058263,0.0,47344.28594173677,54.7,0.547,47344.28594173677
artificial-analysis-long-context-reasoning,Grok 3 miniReasoning(high),grok-3-mini-reasoning,9518426.518481364,12242253.659760874,239319.8217577614,50.3,0.503,12481573.481518636
artificial-analysis-long-context-reasoning,Grok 4,grok-4,9752093.434631646,6029004.3915900495,218902.17377830777,68.0,0.68,6247906.565368357
artificial-analysis-long-context-reasoning,Grok 4 Fast,grok-4-fast-reasoning,9395087.844249038,89015.43931765971,15896.71643330216,64.7,0.647,104912.15575096189
artificial-analysis-long-context-reasoning,Grok 4.1 Fast,grok-4-1-fast,9479180.535947058,0.0,20819.46405294128,22.0,0.22,20819.46405294128
artificial-analysis-long-context-reasoning,Grok 4.1Fast,grok-4-1-fast,9446248.3815545,137712.28004026084,16039.3384052378,68.0,0.68,153751.61844549864
artificial-analysis-long-context-reasoning,Grok 4.20 0309,grok-4-20-0309-non-reasoning,9474794.603271805,0.0,25205.39672819757,18.0,0.18,25205.39672819757
artificial-analysis-long-context-reasoning,Grok 4.20 0309 v2,grok-4-20-non-reasoning,9471434.109297236,0.0,28565.890702763994,17.3,0.173,28565.890702763994
artificial-analysis-long-context-reasoning,Grok 4.200309,grok-4-20-0309-non-reasoning,9391495.38121144,189639.3415694698,18865.27721909165,59.0,0.59,208504.61878856143
artificial-analysis-long-context-reasoning,Grok 4.200309 v2,grok-4-20-non-reasoning,9442838.367636044,236264.34691655348,20897.285447400307,58.0,0.58,257161.63236395377
artificial-analysis-long-context-reasoning,Grok CodeFast 1,grok-code-fast-1,9473475.867831873,219234.77808369976,7289.354084427659,48.3,0.483,226524.13216812743
artificial-analysis-long-context-reasoning,Hermes 4 405B,,9473351.691520736,0.0,26648.30847926298,20.0,0.2,26648.30847926298
artificial-analysis-long-context-reasoning,Hermes 4 70B,,9248689.84768802,0.0,751310.1523119785,6.7,0.067,751310.1523119785
artificial-analysis-long-context-reasoning,Hermes 4405B,,9446609.574750578,18233.269687125547,35157.15556229647,20.7,0.207,53390.42524942202
artificial-analysis-long-context-reasoning,HyperCLOVA XSEED Think(32B),hyperclova-x-seed-think-32b,9425369.019311866,358142.5056886099,16488.47499952352,11.7,0.1169999999999999,374630.9806881335
artificial-analysis-long-context-reasoning,INTELLECT-3,intellect-3,9481805.993048456,92921.71320534928,25272.29374619361,32.3,0.3229999999999999,118194.00695154288
artificial-analysis-long-context-reasoning,Jamba 1.7 Large,jamba-1-7-large,9388964.022846574,0.0,11035.977153425572,17.3,0.173,11035.977153425572
artificial-analysis-long-context-reasoning,Jamba 1.7 Mini,jamba-1-7-mini,9485238.345745012,0.0,14761.654254987425,12.7,0.127,14761.654254987425
artificial-analysis-long-context-reasoning,JambaReasoning 3B,jamba-reasoning-3b,9400428.475103052,187895.48494827352,11676.039948673952,7.0,0.07,199571.52489694743
artificial-analysis-long-context-reasoning,K-EXAONE,k-exaone,9452215.703992344,333483.239669991,14301.05633766706,55.7,0.557,347784.29600765806
artificial-analysis-long-context-reasoning,K2 Think V2,k2-think-v2,9414230.653065637,376696.08414785546,9073.262786507676,52.7,0.527,385769.34693436313
artificial-analysis-long-context-reasoning,K2-V2 (high),k2-v2,9012757.306973971,979787.8498571848,7454.843168844897,33.3,0.3329999999999999,987242.6930260296
artificial-analysis-long-context-reasoning,K2-V2 (low),k2-v2-low,9415455.571221154,76383.2185729078,8161.2102059389,19.0,0.19,84544.4287788467
artificial-analysis-long-context-reasoning,K2-V2(medium),k2-v2-medium,9402387.78153825,88691.8987130081,8920.319748741993,28.0,0.28,97612.21846175008
artificial-analysis-long-context-reasoning,KAT-Coder-Pro V1,kat-coder-pro-v1,9396204.136208776,0.0,3795.8637912237673,74.0,0.74,3795.8637912237673
artificial-analysis-long-context-reasoning,KAT-Coder-Pro V2,,9481046.293315511,0.0,18953.70668448762,66.0,0.66,18953.70668448762
artificial-analysis-long-context-reasoning,Kimi K2,kimi-k2,9475180.811984967,0.0,24819.18801503296,51.0,0.51,24819.18801503296
artificial-analysis-long-context-reasoning,Kimi K2 0905,kimi-k2-0905,9478339.67404549,0.0,21660.32595450969,52.3,0.523,21660.32595450969
artificial-analysis-long-context-reasoning,Kimi K2.5,kimi-k2-5-non-reasoning,9452682.61158627,231453.48397581527,15863.90443791408,65.3,0.653,247317.3884137293
artificial-analysis-long-context-reasoning,Kimi K2Thinking,kimi-k2-thinking,9445265.98402848,239062.68073878204,15671.335232738484,66.3,0.6629999999999999,254734.0159715205
artificial-analysis-long-context-reasoning,Kimi Linear 48BA3B Instruct,kimi-linear-48b-a3b-instruct,9447435.855552616,0.0,52564.14444738391,25.7,0.257,52564.14444738391
artificial-analysis-long-context-reasoning,LFM2 1.2B,lfm2-1-2b,,,,0.0,0.0,
artificial-analysis-long-context-reasoning,LFM2 2.6B,lfm2-2-6b,,,,0.0,0.0,
artificial-analysis-long-context-reasoning,LFM2 24B A2B,lfm2-24b-a2b,,,,0.0,0.0,
artificial-analysis-long-context-reasoning,LFM2 8B A1B,lfm2-8b-a1b,2296379.540046834,0.0,3620.459953166253,0.0,0.0,3620.459953166253
artificial-analysis-long-context-reasoning,LFM2.5-1.2B-Instruct,lfm2-5-1-2b-instruct,,,,0.0,0.0,
artificial-analysis-long-context-reasoning,LFM2.5-1.2B-Thinking,lfm2-5-1-2b-thinking,,,,0.0,0.0,
artificial-analysis-long-context-reasoning,LFM2.5-VL-1.6B,lfm2-5-vl-1-6b,,,,0.0,0.0,
artificial-analysis-long-context-reasoning,Ling-1T,ling-1t,9351529.49150158,0.0,48470.50849841903,34.7,0.347,48470.50849841903
artificial-analysis-long-context-reasoning,Ling-flash-2.0,ling-flash-2-0,9360462.89930843,0.0,39537.10069156996,15.0,0.15,39537.10069156996
artificial-analysis-long-context-reasoning,Ling-mini-2.0,ling-mini-2-0,8992073.03039674,0.0,107926.96960325888,6.7,0.067,107926.96960325888
artificial-analysis-long-context-reasoning,Llama 3 70B,llama-3-instruct-70b,,,,0.0,0.0,
artificial-analysis-long-context-reasoning,Llama 3 8B,llama-3-instruct-8b,,,,0.0,0.0,
artificial-analysis-long-context-reasoning,Llama 3.1 405B,llama-3-1-instruct-405b,9389810.800745985,0.0,10189.199254017312,24.3,0.243,10189.199254017312
artificial-analysis-long-context-reasoning,Llama 3.1 70B,llama-3-1-instruct-70b,5396657.437819843,0.0,3342.5621801564403,6.3,0.063,3342.5621801564403
