benchmark,model,model_slug,input_tokens,reasoning_tokens,answer_tokens,score,score_raw,total_output_tokens
ifbench,Claude 4.5Sonnet,claude-4-5-sonnet-thinking,24831.307363076496,1156265.8653491065,118902.82728781732,57.3,0.573,1275168.692636924
ifbench,Claude 4Opus,claude-4-opus-thinking,,,,53.7,0.537,
ifbench,Claude 4Sonnet,claude-4-sonnet,23539.514294684446,877033.3453317317,99427.14037358384,54.7,0.547,976460.4857053156
ifbench,Claude Opus 4.5,claude-opus-4-5,23788.12899573018,0.0,146211.8710042698,43.0,0.43,146211.8710042698
ifbench,Claude Opus 4.6(high),claude-opus-4-6,24131.07991284248,0.0,375868.9200871575,44.6,0.446,375868.9200871575
ifbench,Claude Opus4.5,claude-opus-4-5,24126.356170951723,1516541.789046735,159331.85478231328,58.0,0.58,1675873.6438290484
ifbench,Claude Opus4.6 (max),claude-opus-4-6-adaptive,24135.470122352268,2189220.6783464225,186643.851531225,53.1,0.531,2375864.529877648
ifbench,Claude Sonnet 4.6(Non-reasoning),claude-sonnet-4-6,24584.49825213574,0.0,235415.50174786427,41.2,0.412,235415.50174786427
ifbench,"Claude Sonnet 4.6(Non-reasoning,Low Effort)",claude-sonnet-4-6-non-reasoning-low-effort,24644.040919496307,0.0,145355.9590805037,42.4,0.424,145355.9590805037
ifbench,ClaudeSonnet 4.6(max),claude-sonnet-4-6-adaptive,23810.73083629589,4467877.329696997,208311.9394667068,56.6,0.5660000000000001,4676189.269163704
ifbench,Cogito v2.1,,24706.143274451177,298166.7467210391,87127.11000450968,46.3,0.4629999999999999,385293.8567255488
ifbench,Command A,command-a,25491.54624924715,0.0,134508.45375075284,36.5,0.365,134508.45375075284
ifbench,DeepSeek R1(Jan),deepseek-r1-0120,24602.531392264424,391686.4275351452,103711.04107259036,39.0,0.39,495397.4686077356
ifbench,DeepSeek R10528,deepseek-r1,24940.692111185635,432028.1666017664,163031.1412870479,39.6,0.396,595059.3078888144
ifbench,DeepSeek R10528 Qwen38B,deepseek-r1-qwen3-8b,17892.5275198687,85052.38855350298,77055.08392662831,19.9,0.1989999999999999,162107.4724801313
ifbench,DeepSeek R1Distill Qwen1.5B,deepseek-r1-distill-qwen-1-5b,24482.17102663349,560728.2389655997,374789.5900077669,13.2,0.132,935517.8289733666
ifbench,DeepSeek R1Distill Qwen14B,deepseek-r1-distill-qwen-14b,24855.6091124788,253028.05886296192,102116.3320245593,22.1,0.221,355144.3908875212
ifbench,DeepSeek R1Distill Qwen32B,deepseek-r1-distill-qwen-32b,24819.23490259506,209654.8571157156,105525.9079816894,22.9,0.2289999999999999,315180.76509740495
ifbench,DeepSeek R1DistillLlama 70B,deepseek-r1-distill-llama-70b,24538.099173763883,220734.1182009649,144727.78262527118,27.6,0.276,365461.9008262361
ifbench,DeepSeek R1DistillLlama 8B,deepseek-r1-distill-llama-8b,24439.160789734447,321538.6110491457,104022.22816111978,17.6,0.176,425560.8392102655
ifbench,DeepSeek V3 (Dec),deepseek-v3,24846.1577325302,0.0,175153.8422674698,34.8,0.348,175153.8422674698
ifbench,DeepSeek V3 0324,deepseek-v3-0324,24533.65904144391,0.0,105466.34095855607,41.0,0.41,105466.34095855607
ifbench,DeepSeek V3.1,deepseek-v3-1,24795.12299958528,0.0,165204.8770004147,37.8,0.3779999999999999,165204.8770004147
ifbench,DeepSeek V3.1Terminus,deepseek-v3-1-terminus,23935.81811888776,0.0,156064.18188111225,41.2,0.412,156064.18188111225
ifbench,DeepSeek V3.2,deepseek-v3-2-reasoning,24366.29209029335,0.0,125633.70790970665,49.0,0.49,125633.70790970665
ifbench,DeepSeek V3.2 Exp,deepseek-v3-2-reasoning-0925,25251.480004831392,0.0,144748.5199951686,43.1,0.431,144748.5199951686
ifbench,DeepSeekV3.1,deepseek-v3-1,25172.66330260949,143330.2894626262,151497.0472347643,41.5,0.415,294827.33669739054
ifbench,DeepSeekV3.1Terminus,deepseek-v3-1-terminus,24008.689956508228,1052804.829923395,123186.48012009678,57.0,0.57,1175991.310043492
ifbench,DeepSeekV3.2,deepseek-v3-2-reasoning,24582.566689992564,831326.4401018469,84090.99320816042,60.7,0.607,915417.4333100072
ifbench,DeepSeekV3.2 Exp,deepseek-v3-2-reasoning-0925,24496.403594411782,869855.9445296798,105647.65187590836,54.1,0.541,975503.5964055882
ifbench,DeepSeekV3.2Speciale,deepseek-v3-2-speciale,24380.02257317559,3472268.8686806266,103351.10874619754,63.9,0.639,3575619.977426824
ifbench,Devstral 2,devstral-2,24624.764538972,0.0,185375.235461028,38.1,0.381,185375.235461028
ifbench,Devstral Medium,devstral-medium,25125.03986339401,0.0,224874.960136606,29.9,0.299,224874.960136606
ifbench,Devstral Small,devstral-small,24335.0688468144,0.0,205664.9311531856,34.6,0.346,205664.9311531856
ifbench,Devstral Small 2,devstral-small-2,24865.548139744074,0.0,205134.4518602559,31.2,0.312,205134.4518602559
ifbench,Devstral Small(May),devstral-small-2505,24352.97904475656,0.0,215647.02095524344,31.6,0.316,215647.02095524344
ifbench,Doubao SeedCode,doubao-seed-code,25280.636068437663,1028234.7901334008,146484.57379816164,51.4,0.514,1174719.3639315623
ifbench,ERNIE 4.5 300BA47B,ernie-4-5-300b-a47b,25232.57919644453,0.0,144767.42080355546,39.1,0.391,144767.42080355546
ifbench,ERNIE 5.0ThinkingPreview,ernie-5-0-thinking-preview,24461.574015970826,469173.96454775735,156364.4614362718,41.4,0.414,625538.4259840292
ifbench,EXAONE 4.0 32B,exaone-4-0-32b,25829.43608242426,0.0,104170.56391757574,33.5,0.335,104170.56391757574
ifbench,EXAONE 4.032B,exaone-4-0-32b,24839.868349443423,636617.4100085542,108542.72164200236,36.3,0.363,745160.1316505566
ifbench,Exaone 4.0 1.2B,exaone-4-0-1-2b,24583.649441002493,0.0,145416.3505589975,25.3,0.253,145416.3505589975
ifbench,Exaone 4.01.2B,exaone-4-0-1-2b,24387.12036919239,181204.962668412,114407.9169623956,23.0,0.23,295612.87963080755
ifbench,Falcon-H1R-7B,falcon-h1r-7b,24617.934387516423,3052454.6238897145,122927.441722769,54.4,0.544,3175382.065612484
ifbench,GLM 5V Turbo,glm-5v-turbo,24702.272922544787,616442.7142885483,118855.01278890694,61.1,0.611,735297.7270774553
ifbench,GLM-4.5,glm-4.5,24861.268436929164,482838.4674544216,162300.26410864925,44.1,0.441,645138.7315630709
ifbench,GLM-4.5-Air,glm-4-5-air,25480.102898620687,1020496.3071000582,154023.59000132108,37.6,0.376,1174519.8971013792
ifbench,GLM-4.5V,glm-4-5v,22695.63032248996,737023.4817813778,140280.88789613222,34.2,0.342,877304.36967751
ifbench,GLM-4.6,glm-4-6-reasoning,24709.389637286986,2556413.4142460776,118877.19611663556,43.4,0.434,2675290.610362713
ifbench,GLM-4.6V,glm-4-6v-reasoning,24275.22065512135,585852.5974087036,129872.18193617502,30.1,0.301,715724.7793448786
ifbench,GLM-4.7,glm-4-7-non-reasoning,25343.332780513927,986919.201430956,87737.46578853016,67.9,0.679,1074656.667219486
ifbench,GLM-4.7-Flash,glm-4-7-flash,25655.67755375877,1099282.5021650158,75061.82028122543,60.8,0.608,1174344.3224462413
ifbench,GLM-5,glm-5,24655.805672524755,1593728.8141592504,81615.38016822477,72.3,0.723,1675344.194327475
ifbench,GLM-5-Turbo,glm-5-turbo,25111.87100749301,1675198.4231677265,99689.70582478069,73.2,0.732,1774888.1289925072
ifbench,GLM-5.1,glm-5-1,25275.106816251817,1673086.8726508154,101638.0205329328,76.3,0.763,1774724.8931837482
ifbench,GPT-4.1,gpt-4-1,23725.756271927337,0.0,96274.24372807266,43.0,0.43,96274.24372807266
ifbench,GPT-4.1 mini,gpt-4-1-mini,23573.411967073167,0.0,136426.58803292684,38.3,0.3829999999999999,136426.58803292684
ifbench,GPT-4.1 nano,gpt-4-1-nano,23614.457040456167,0.0,126385.54295954385,32.0,0.32,126385.54295954385
ifbench,GPT-4o (Aug),gpt-4o-2024-08-06,22990.753327457565,0.0,107009.24667254245,36.0,0.36,107009.24667254245
ifbench,GPT-4o (Nov),gpt-4o,24791.345107438432,0.0,115208.65489256156,34.3,0.3429999999999999,115208.65489256156
ifbench,GPT-4o mini,gpt-4o-mini,23937.502503905554,0.0,96062.49749609444,31.0,0.31,96062.49749609444
ifbench,GPT-5 (ChatGPT),gpt-5-chatgpt,23711.49238563481,0.0,106288.50761436518,45.0,0.45,106288.50761436518
ifbench,GPT-5 (high),gpt-5,25323.288284316663,1928267.296855611,146409.4148600724,73.1,0.731,2074676.711715684
ifbench,GPT-5 (low),gpt-5-low,25061.66270510512,340568.2254741036,124370.11182079128,66.6,0.6659999999999999,464938.33729489485
ifbench,GPT-5 (minimal),gpt-5-minimal,25065.92055619063,0.0,164934.07944380937,45.6,0.456,164934.07944380937
ifbench,GPT-5 Codex(high),gpt-5-codex,25480.63698059599,982409.1763792646,92110.1866401394,74.1,0.741,1074519.363019404
ifbench,GPT-5 mini(high),gpt-5-mini,24657.166888110765,2429966.966125043,145375.8669868463,75.4,0.754,2575342.833111889
ifbench,GPT-5 mini(medium),gpt-5-mini-medium,25028.803434124467,682391.7872664125,122579.40929946296,71.2,0.7120000000000001,804971.1965658754
ifbench,GPT-5 mini(minimal),gpt-5-mini-minimal,25091.43439456144,0.0,154908.56560543855,45.6,0.456,154908.56560543855
ifbench,GPT-5 nano(high),gpt-5-nano,24947.87078133215,3440805.007077215,134247.12214145338,67.6,0.6759999999999999,3575052.129218668
ifbench,GPT-5 nano(medium),gpt-5-nano-medium,24965.639448390044,1561231.9186814055,113802.44187020454,65.9,0.659,1675034.36055161
ifbench,GPT-5 nano(minimal),gpt-5-nano-minimal,24143.33163623945,0.0,135856.66836376055,32.5,0.325,135856.66836376055
ifbench,GPT-5(medium),gpt-5-medium,24875.782772909308,939255.6413242336,135868.57590285718,70.6,0.706,1075124.2172270908
ifbench,GPT-5.1,gpt-5-1-non-reasoning,24131.70420530811,0.0,235868.2957946919,43.2,0.432,235868.2957946919
ifbench,GPT-5.1(high),gpt-5-1,23768.7230827788,1075075.3236014948,201155.95331572657,72.9,0.7290000000000001,1276231.2769172213
ifbench,GPT-5.1Codex (high),gpt-5-1-codex,24495.12834685008,830494.3314009553,75010.54025219465,70.0,0.7,905504.87165315
ifbench,GPT-5.1Codex mini(high),gpt-5-1-codex-mini,23604.434557139604,1112097.208668986,64298.35677387465,67.9,0.679,1176395.5654428608
ifbench,GPT-5.2,gpt-5-2-non-reasoning,23458.7389862751,0.0,126541.26101372491,47.4,0.474,126541.26101372491
ifbench,GPT-5.2(medium),gpt-5-2-medium,23835.90160561968,273539.51351404167,112624.58488033868,65.2,0.652,386164.0983943804
ifbench,GPT-5.2(xhigh),gpt-5-2,24289.332994326032,2133565.3691671803,142145.29783849372,75.4,0.754,2275710.667005674
ifbench,GPT-5.2Codex(xhigh),gpt-5-2-codex,24836.60791621096,3712238.659813703,62924.73227008629,77.6,0.7759999999999999,3775163.392083789
ifbench,GPT-5.3Codex(xhigh),gpt-5-3-codex,23656.358806925968,992814.730528345,83528.91066472909,75.4,0.754,1076343.6411930742
ifbench,GPT-5.4 mini,gpt-5-4-mini-non-reasoning,24043.5547857169,0.0,115956.4452142831,38.8,0.3879999999999999,115956.4452142831
ifbench,GPT-5.4 mini(medium),gpt-5-4-mini-medium,24591.89316390028,565562.5367690332,89845.57006706657,64.8,0.648,655408.1068360998
ifbench,GPT-5.4 mini(xhigh),gpt-5-4-mini,24604.527349412085,6395052.770225151,80342.70242543767,73.3,0.733,6475395.472650589
ifbench,GPT-5.4 nano,gpt-5-4-nano-medium,24595.9232969267,394753.1156918266,120650.9610112467,64.4,0.644,515404.0767030733
ifbench,GPT-5.4 nano(xhigh),gpt-5-4-nano,24669.816986944257,3549781.8936033426,125548.28940971316,75.9,0.759,3675330.183013056
ifbench,GPT-5.4(Non-reasoning),gpt-5-4-non-reasoning,24741.03365178878,0.0,175258.96634821122,48.4,0.484,175258.96634821122
ifbench,GPT-5.4(xhigh),gpt-5-4,24722.6672207723,2241823.7939794506,133453.5387997772,73.9,0.7390000000000001,2375277.332779228
ifbench,Gemini 2.0 Flash,gemini-2-0-flash,24785.508810722025,0.0,165214.49118927796,40.2,0.402,165214.49118927796
ifbench,Gemini 2.5 Flash,gemini-2-5-flash-reasoning-04-2025,24826.939729318907,0.0,575173.060270681,39.0,0.39,575173.060270681
ifbench,Gemini 2.5 Flash(Sep),gemini-2-5-flash-preview-09-2025,24404.87394213163,0.0,535595.1260578684,43.5,0.435,535595.1260578684
ifbench,Gemini 2.5Flash,gemini-2-5-flash-reasoning-04-2025,25271.326583501654,1344238.4616019046,230490.21181459367,50.3,0.503,1574728.6734164983
ifbench,Gemini 2.5Flash (Sep),gemini-2-5-flash-preview-09-2025,24737.51342883392,386965.1730568174,148297.31351434873,52.3,0.523,535262.4865711661
ifbench,Gemini 2.5Flash-Lite,gemini-2-5-flash-lite-reasoning,25155.77915758161,1938017.554922861,236826.66591955736,49.9,0.499,2174844.2208424183
ifbench,Gemini 2.5Flash-Lite (Sep),gemini-2-5-flash-lite-preview-09-2025-reasoning,24778.506013993712,0.0,225221.4939860063,41.8,0.418,225221.4939860063
ifbench,Gemini 2.5Flash-Lite(Sep),gemini-2-5-flash-lite-preview-09-2025-reasoning,24742.655476399203,431540.9317281972,233716.4127954036,52.6,0.526,665257.3445236008
ifbench,Gemini 2.5Pro,gemini-2-5-pro,24993.3642596702,717472.9909372234,167533.64480310644,48.7,0.487,885006.6357403299
ifbench,Gemini 3 Flash,gemini-3-flash-reasoning,24933.995833255227,0.0,85066.00416674477,55.1,0.551,85066.00416674477
ifbench,Gemini 3 ProPreview(high),gemini-3-pro,24464.52990838699,777822.6114026543,97712.85868895866,70.4,0.7040000000000001,875535.470091613
ifbench,Gemini 3 ProPreview(low),gemini-3-pro-low,24575.818424661687,36427.46163421623,158996.71994112208,49.7,0.497,195424.1815753383
ifbench,Gemini 3.1Flash-LitePreview,gemini-3-1-flash-lite-preview,25067.5693909296,1599296.4507704452,75635.97983862525,77.2,0.772,1674932.4306090705
ifbench,Gemini 3.1Pro Preview,gemini-3-1-pro-preview,24272.71306393498,1662743.52808268,112983.7588533851,77.1,0.7709999999999999,1775727.286936065
ifbench,Gemini 3Flash,gemini-3-flash-reasoning,24226.612017455816,2188702.812366671,87070.57561587327,78.0,0.78,2275773.387982544
ifbench,Gemma 3 12B,gemma-3-12b,25342.756594828057,0.0,254657.243405172,36.7,0.367,254657.243405172
ifbench,Gemma 3 1B,gemma-3-1b,24419.00614949644,0.0,235580.99385050355,19.9,0.1989999999999999,235580.99385050355
ifbench,Gemma 3 270M,gemma-3-270m,24099.09689505173,0.0,265900.9031049483,12.1,0.121,265900.9031049483
ifbench,Gemma 3 27B,gemma-3-27b,25388.848323658152,0.0,224611.15167634183,31.8,0.318,224611.15167634183
ifbench,Gemma 3 4B,gemma-3-4b,24988.566341402955,0.0,205011.43365859703,28.3,0.283,205011.43365859703
ifbench,Gemma 3n E2B,gemma-3n-e2b,24372.92841865484,0.0,215627.0715813452,22.0,0.22,215627.0715813452
ifbench,Gemma 3n E4B,gemma-3n-e4b,24438.990870716807,0.0,195561.0091292832,27.9,0.2789999999999999,195561.0091292832
ifbench,Gemma 4 26B A4B,gemma-4-26b-a4b,25204.551149175382,0.0,154795.4488508246,45.4,0.4539999999999999,154795.4488508246
ifbench,Gemma 4 26BA4B,gemma-4-26b-a4b,24384.35672462293,2411446.179086636,64169.46418874134,72.4,0.7240000000000001,2475615.6432753773
ifbench,Gemma 4 31B,gemma-4-31b,24477.15103971997,868836.2594944609,66686.58946581918,75.6,0.7559999999999999,935522.84896028
ifbench,Gemma 4 E2B,gemma-4-e2b,24315.932082709867,159365.32737359675,116318.74054369338,38.0,0.38,275684.06791729014
ifbench,Gemma 4 E4B,gemma-4-e4b,22066.556352269705,168640.1270074756,149293.3166402547,44.2,0.442,317933.4436477303
ifbench,Granite 3.3 8B,granite-3-3-8b-instruct,24530.123769317004,0.0,105469.876230683,22.4,0.2239999999999999,105469.876230683
ifbench,Granite 4.0 1B,granite-4-0-nano-1b,24779.80449460724,0.0,115220.19550539277,20.5,0.205,115220.19550539277
ifbench,Granite 4.0 350M,granite-4-0-350m,24754.64083585245,0.0,665245.3591641475,15.9,0.159,665245.3591641475
ifbench,Granite 4.0 H 1B,granite-4-0-h-nano-1b,23632.58772829852,0.0,216367.41227170147,26.2,0.262,216367.41227170147
ifbench,Granite 4.0 H350M,granite-4-0-h-350m,24571.21276937021,0.0,50428.787230629794,17.6,0.176,50428.787230629794
ifbench,Granite 4.0 HSmall,granite-4-0-h-small,23854.78383191481,0.0,116145.2161680852,31.5,0.315,116145.2161680852
ifbench,Granite 4.0 Micro,granite-4-0-micro,24384.441628559223,0.0,155615.55837144077,24.8,0.248,155615.55837144077
ifbench,Grok 3,grok-3,24533.582965535265,0.0,145466.41703446474,46.9,0.469,145466.41703446474
ifbench,Grok 3 miniReasoning(high),grok-3-mini-reasoning,24629.309360190902,882471.4388112001,192899.2518286089,45.9,0.4589999999999999,1075370.690639809
ifbench,Grok 4,grok-4,24877.38389025669,562773.8680942127,302348.74801553064,53.7,0.537,865122.6161097434
ifbench,Grok 4 Fast,grok-4-fast-reasoning,24740.24099958288,233715.7412286157,121544.01777180136,50.5,0.505,355259.7590004171
ifbench,Grok 4.1 Fast,grok-4-1-fast,24359.634807000297,0.0,165640.36519299968,36.5,0.365,165640.36519299968
ifbench,Grok 4.1Fast,grok-4-1-fast,24739.071010760843,518210.5448900035,107050.38409923564,52.7,0.527,625260.9289892392
ifbench,Grok 4.20 0309,grok-4-20-0309-non-reasoning,24471.75554422272,0.0,865528.2444557772,47.8,0.478,865528.2444557772
ifbench,Grok 4.20 0309 v2,grok-4-20-non-reasoning,24479.20182401239,0.0,795520.7981759876,49.3,0.493,795520.7981759876
ifbench,Grok 4.200309,grok-4-20-0309-non-reasoning,23590.89291179359,930497.5779735206,45911.52911468577,82.9,0.8290000000000001,976409.1070882065
ifbench,Grok 4.200309 v2,grok-4-20-non-reasoning,24233.38607453041,1021585.694293381,54180.91963208863,81.2,0.812,1075766.6139254696
ifbench,Grok CodeFast 1,grok-code-fast-1,24986.02798467514,430818.7092906286,944195.2627246962,41.4,0.414,1375013.9720153247
ifbench,Hermes 4 405B,,24182.946346346715,0.0,85817.05365365329,34.8,0.348,85817.05365365329
ifbench,Hermes 4 70B,,24220.65762126284,2420910.333626287,254869.00875245,31.3,0.313,2675779.342378737
ifbench,Hermes 4405B,,24941.22257053156,1623305.491018426,251753.2864110422,32.7,0.327,1875058.777429468
ifbench,HyperCLOVA XSEED Think(32B),hyperclova-x-seed-think-32b,24741.033651788865,308355.8466778359,66903.11967037524,37.9,0.379,375258.9663482112
ifbench,INTELLECT-3,intellect-3,24574.05078577066,751646.7482281639,183779.20098606544,34.0,0.34,935425.9492142294
ifbench,Jamba 1.7 Large,jamba-1-7-large,25228.17380343298,0.0,114771.82619656702,35.2,0.352,114771.82619656702
ifbench,Jamba 1.7 Mini,jamba-1-7-mini,24257.431236781144,0.0,135742.56876321885,31.4,0.314,135742.56876321885
ifbench,JambaReasoning 3B,jamba-reasoning-3b,24441.22705484469,715320.1368044536,20238.63614070172,52.4,0.524,735558.7729451553
ifbench,K-EXAONE,k-exaone,24554.43281513557,3364974.863164857,210470.70402000684,64.7,0.647,3575445.567184864
ifbench,K2 Think V2,k2-think-v2,24892.82732956741,2239779.4413227807,135327.731347652,62.8,0.628,2375107.172670433
ifbench,K2-V2 (high),k2-v2,24500.971509503783,3979997.4377771295,195501.5907133667,60.1,0.601,4175499.028490496
ifbench,K2-V2 (low),k2-v2-low,25023.151681675623,80876.20210654938,134100.64621177502,41.0,0.41,214976.8483183244
ifbench,K2-V2(medium),k2-v2-medium,24405.026773173548,457975.6270646461,117619.34616218045,55.1,0.551,575594.9732268265
ifbench,KAT-Coder-Pro V1,kat-coder-pro-v1,24775.52430440458,0.0,115224.47569559542,68.4,0.684,115224.47569559542
ifbench,KAT-Coder-Pro V2,,24074.605920171063,0.0,95925.39407982894,66.7,0.667,95925.39407982894
ifbench,Kimi K2,kimi-k2,25296.72996347957,0.0,144703.27003652044,41.5,0.415,144703.27003652044
ifbench,Kimi K2 0905,kimi-k2-0905,24942.59091984793,0.0,185057.40908015208,41.7,0.417,185057.40908015208
ifbench,Kimi K2.5,kimi-k2-5-non-reasoning,24920.413814381245,1686962.7299046998,88116.85628091899,70.2,0.7020000000000001,1775079.5861856188
ifbench,Kimi K2Thinking,kimi-k2-thinking,24557.330139426245,2566299.424224021,109143.24563655318,68.1,0.6809999999999999,2675442.669860574
ifbench,Kimi Linear 48BA3B Instruct,kimi-linear-48b-a3b-instruct,24651.09284707571,0.0,505348.9071529243,28.1,0.281,505348.9071529243
ifbench,LFM2 1.2B,lfm2-1-2b,24985.32252803694,0.0,175014.67747196308,22.0,0.22,175014.67747196308
ifbench,LFM2 2.6B,lfm2-2-6b,24623.575604076108,0.0,215376.42439592388,19.5,0.195,215376.42439592388
ifbench,LFM2 24B A2B,lfm2-24b-a2b,24882.83068346948,0.0,325117.1693165305,45.9,0.4589999999999999,325117.1693165305
ifbench,LFM2 8B A1B,lfm2-8b-a1b,25259.29223236068,0.0,104740.70776763932,26.3,0.263,104740.70776763932
ifbench,LFM2.5-1.2B-Instruct,lfm2-5-1-2b-instruct,24586.10751676117,0.0,60413.89248323883,43.8,0.4379999999999999,60413.89248323883
ifbench,LFM2.5-1.2B-Thinking,lfm2-5-1-2b-thinking,24429.15312344172,602445.0313174714,43125.81555908694,41.8,0.418,645570.8468765584
ifbench,LFM2.5-VL-1.6B,lfm2-5-vl-1-6b,24824.907550031247,0.0,325175.09244996874,33.1,0.331,325175.09244996874
ifbench,Ling-1T,ling-1t,24623.768761489853,0.0,225376.2312385101,34.8,0.348,225376.2312385101
ifbench,Ling-flash-2.0,ling-flash-2-0,24532.50201401713,0.0,645467.4979859828,34.4,0.344,645467.4979859828
ifbench,Ling-mini-2.0,ling-mini-2-0,24561.624952551545,0.0,1075438.3750474483,23.6,0.236,1075438.3750474483
ifbench,Llama 3 70B,llama-3-instruct-70b,24065.573770490675,0.0,115934.42622950932,37.1,0.371,115934.42622950932
ifbench,Llama 3 8B,llama-3-instruct-8b,24173.220605582832,0.0,115826.77939441716,24.6,0.246,115826.77939441716
ifbench,Llama 3.1 405B,llama-3-1-instruct-405b,25273.59860213404,0.0,134726.40139786596,39.0,0.39,134726.40139786596
ifbench,Llama 3.1 70B,llama-3-1-instruct-70b,24434.803529306027,0.0,165565.19647069398,34.4,0.344,165565.19647069398
ifbench,Llama 3.1 8B,llama-3-1-instruct-8b,24716.97845603913,0.0,325283.02154396084,28.6,0.286,325283.02154396084
ifbench,Llama 3.1Nemotron 70B,llama-3-1-nemotron-instruct-70b,24287.031244854392,0.0,155712.96875514562,30.7,0.307,155712.96875514562
ifbench,Llama 3.1NemotronNano 4B v1.1,llama-3-1-nemotron-nano-4b-reasoning,24685.605007889262,641393.0368968324,153921.3580952783,25.5,0.255,795314.3949921107
ifbench,Llama 3.2 11B(Vision),llama-3-2-instruct-11b-vision,24257.62353562796,0.0,255742.37646437204,30.4,0.304,255742.37646437204
ifbench,Llama 3.2 1B,llama-3-2-instruct-1b,24748.40511189891,0.0,365251.5948881011,22.8,0.228,365251.5948881011
ifbench,Llama 3.2 3B,llama-3-2-instruct-3b,24767.40789486803,0.0,275232.59210513195,26.2,0.262,275232.59210513195
ifbench,Llama 3.3 70B,llama-3-3-instruct-70b,24349.98734264551,0.0,145650.0126573545,47.1,0.471,145650.0126573545
ifbench,Llama 3.3Nemotron Super49B,llama-3-3-nemotron-super-49b,24926.54699049491,0.0,215073.4530095051,39.5,0.395,215073.4530095051
ifbench,Llama 3.3NemotronSuper 49B,llama-3-3-nemotron-super-49b,24744.66225496181,383898.0028065456,131357.33493849257,38.1,0.381,515255.33774503815
ifbench,Llama 4 Maverick,llama-4-maverick,25315.12351367278,0.0,134684.87648632724,43.0,0.43,134684.87648632724
ifbench,Llama 4 Scout,llama-4-scout,25318.97583153812,0.0,144681.02416846188,39.5,0.395,144681.02416846188
ifbench,Llama NemotronSuper 49B v1.5,llama-nemotron-super-49b-v1-5-reasoning,24681.13699075207,0.0,155318.86300924793,32.9,0.3289999999999999,155318.86300924793
ifbench,LlamaNemotronSuper 49B v1.5,llama-nemotron-super-49b-v1-5-reasoning,24971.782423047043,571603.6583242216,123424.55925273136,37.0,0.37,695028.217576953
ifbench,LlamaNemotronUltra,llama-3-1-nemotron-ultra-253b-v1-reasoning,24777.22915315543,401886.5374366748,193336.2334101697,38.2,0.382,595222.7708468445
ifbench,LongCat FlashLite,longcat-flash-lite,24938.66779102491,0.0,235061.3322089751,43.1,0.431,235061.3322089751
ifbench,MagistralMedium 1,magistral-medium,25186.508383843804,1820676.1994779787,254137.2921381774,25.1,0.251,2074813.491616156
ifbench,MagistralMedium 1.2,magistral-medium-2509,25532.20611612112,923050.150845226,151417.64303865298,43.0,0.43,1074467.793883879
ifbench,MagistralSmall 1,magistral-small,24709.9069452494,1554218.0114647686,221072.0815899821,24.8,0.248,1775290.0930547507
ifbench,MagistralSmall 1.2,magistral-small-2509,24616.886316529064,530068.4681866181,85314.64549685284,44.4,0.444,615383.1136834709
ifbench,Mercury 2,mercury-2,24334.40132612408,1808480.7699444576,167184.82872941822,69.8,0.698,1975665.598673876
ifbench,Mi:dm K 2.5Pro,mi-dm-k-2-5-pro-dec28,24844.81881775885,1567541.4518155295,207613.7293667116,49.3,0.493,1775155.181182241
ifbench,Mi:dm K 2.5Pro Preview,midm-250-pro-rsnsft,25022.41455955387,1618278.2833178907,256699.3021225556,45.6,0.456,1874977.5854404464
