benchmark,model,model_slug,input_tokens,reasoning_tokens,answer_tokens,score,score_raw,total_output_tokens
tau2-bench,Gemini 3 ProPreview(low),gemini-3-pro-low,19381170.40735889,495755.4663855766,123074.12625553447,68.1,0.6809999999999999,618829.592641111
tau2-bench,Gemini 3.1Flash-LitePreview,gemini-3-1-flash-lite-preview,17451176.26132389,437442.7424622996,111380.99621380791,31.3,0.313,548823.7386761075
tau2-bench,Gemini 3.1Pro Preview,gemini-3-1-pro-preview,22373149.67071812,450663.5951559511,176186.73412592534,95.6,0.956,626850.3292818764
tau2-bench,Gemini 3Flash,gemini-3-flash-reasoning,33061274.772107743,724096.0192064852,214629.20868576583,80.4,0.804,938725.2278922512
tau2-bench,Gemma 3 12B,gemma-3-12b,16869399.357019186,0.0,130600.6429808124,10.8,0.108,130600.6429808124
tau2-bench,Gemma 3 1B,gemma-3-1b,38379242.01982102,0.0,620757.9801789816,10.5,0.105,620757.9801789816
tau2-bench,Gemma 3 270M,gemma-3-270m,46466887.01011216,0.0,533112.9898878402,9.1,0.091,533112.9898878402
tau2-bench,Gemma 3 27B,gemma-3-27b,18880819.83188656,0.0,119180.1681134406,10.5,0.105,119180.1681134406
tau2-bench,Gemma 3 4B,gemma-3-4b,17838453.076997813,0.0,161546.92300218705,5.0,0.05,161546.92300218705
tau2-bench,Gemma 3n E2B,gemma-3n-e2b,,,,0.0,0.0,
tau2-bench,Gemma 3n E4B,gemma-3n-e4b,11851390.689667355,0.0,148609.3103326446,5.0,0.05,148609.3103326446
tau2-bench,Gemma 4 26B A4B,gemma-4-26b-a4b,30763078.673480373,0.0,236921.32651962643,40.4,0.4039999999999999,236921.32651962643
tau2-bench,Gemma 4 26BA4B,gemma-4-26b-a4b,22988762.204401378,732749.7808628421,278488.01473577926,43.6,0.436,1011237.7955986214
tau2-bench,Gemma 4 31B,gemma-4-31b,26767177.33750406,0.0,232822.66249594,65.5,0.655,232822.66249594
tau2-bench,Gemma 4 E2B,gemma-4-e2b,16378643.523020046,442214.1499008791,179142.32707907472,22.2,0.222,621356.4769799538
tau2-bench,Gemma 4 E4B,gemma-4-e4b,19837669.770072244,0.0,162330.22992775493,26.0,0.26,162330.22992775493
tau2-bench,Granite 3.3 8B,granite-3-3-8b-instruct,18800284.024768464,0.0,199715.97523153352,10.5,0.105,199715.97523153352
tau2-bench,Granite 4.0 1B,granite-4-0-nano-1b,50412332.81294275,0.0,587667.1870572475,22.8,0.228,587667.1870572475
tau2-bench,Granite 4.0 350M,granite-4-0-350m,38757000.70236746,0.0,242999.297632538,13.2,0.132,242999.297632538
tau2-bench,Granite 4.0 H 1B,granite-4-0-h-nano-1b,36199492.89686257,0.0,800507.1031374341,19.6,0.196,800507.1031374341
tau2-bench,Granite 4.0 H350M,granite-4-0-h-350m,29831100.74671878,0.0,168899.25328122033,14.6,0.146,168899.25328122033
tau2-bench,Granite 4.0 HSmall,granite-4-0-h-small,9458516.593341695,0.0,41483.40665830495,17.3,0.173,41483.40665830495
tau2-bench,Granite 4.0 Micro,granite-4-0-micro,41822506.66771793,0.0,177493.33228206873,12.6,0.126,177493.33228206873
tau2-bench,Grok 3,grok-3,27647090.99175714,0.0,352909.00824286253,48.8,0.488,352909.00824286253
tau2-bench,Grok 3 miniReasoning(high),grok-3-mini-reasoning,22926434.682445817,1926174.4334114743,147390.88414270847,90.4,0.904,2073565.3175541828
tau2-bench,Grok 4,grok-4,15350810.219633156,519385.28872965183,129804.49163719174,74.9,0.7490000000000001,649189.7803668436
tau2-bench,Grok 4 Fast,grok-4-fast-reasoning,26715084.56861308,0.0,284915.4313869174,65.8,0.6579999999999999,284915.4313869174
tau2-bench,Grok 4.1 Fast,grok-4-1-fast,26799273.65710976,0.0,200726.34289023952,63.7,0.637,200726.34289023952
tau2-bench,Grok 4.1Fast,grok-4-1-fast,26300114.71995894,489517.72366518434,210367.5563758786,93.3,0.933,699885.280041063
tau2-bench,Grok 4.20 0309,grok-4-20-0309-non-reasoning,31705480.758012045,0.0,294519.2419879554,69.6,0.696,294519.2419879554
tau2-bench,Grok 4.20 0309 v2,grok-4-20-non-reasoning,31704022.96158961,0.0,295977.0384103872,59.9,0.599,295977.0384103872
tau2-bench,Grok 4.200309,grok-4-20-0309-non-reasoning,24538311.70394179,293508.6305977687,168179.66546044027,96.5,0.965,461688.296058209
tau2-bench,Grok 4.200309 v2,grok-4-20-non-reasoning,24516085.076621987,310833.5014229716,173081.42195503952,93.0,0.93,483914.9233780111
tau2-bench,Grok CodeFast 1,grok-code-fast-1,21401439.104613468,383452.5601438288,215108.33524270443,75.7,0.757,598560.8953865332
tau2-bench,Hermes 4 405B,,21831947.72774737,0.0,168052.27225263012,26.6,0.266,168052.27225263012
tau2-bench,Hermes 4 70B,,35213333.97253433,0.0,786666.0274656686,22.5,0.225,786666.0274656686
tau2-bench,Hermes 4405B,,21827613.969735853,0.0,172386.03026414794,22.2,0.222,172386.03026414794
tau2-bench,HyperCLOVA XSEED Think(32B),hyperclova-x-seed-think-32b,28457105.215151228,236649.62638991373,306245.158458857,87.4,0.8740000000000001,542894.7848487707
tau2-bench,INTELLECT-3,intellect-3,8382465.463502766,661651.6939145932,55882.842582641424,26.6,0.266,717534.5364972346
tau2-bench,Jamba 1.7 Large,jamba-1-7-large,50526411.29517221,0.0,473588.70482779504,13.5,0.135,473588.70482779504
tau2-bench,Jamba 1.7 Mini,jamba-1-7-mini,48633270.094763786,0.0,366729.9052362123,12.6,0.126,366729.9052362123
tau2-bench,JambaReasoning 3B,jamba-reasoning-3b,34833847.706870794,1037717.366785124,1128434.9263440792,15.8,0.158,2166152.293129203
tau2-bench,K-EXAONE,k-exaone,38385275.77489806,0.0,614724.2251019386,74.3,0.743,614724.2251019386
tau2-bench,K2 Think V2,k2-think-v2,23125260.772225533,618734.6349336673,256004.59284080085,25.4,0.254,874739.2277744681
tau2-bench,K2-V2 (high),k2-v2,24170198.457510624,572225.0636796248,257576.4788097508,27.8,0.278,829801.5424893757
tau2-bench,K2-V2 (low),k2-v2-low,28637954.91012996,8542.799352242273,353502.29051779915,20.8,0.208,362045.0898700414
tau2-bench,K2-V2(medium),k2-v2-medium,22353598.908827253,414232.0569028619,232169.03426988545,24.9,0.249,646401.0911727473
tau2-bench,KAT-Coder-Pro V1,kat-coder-pro-v1,27716249.607543487,0.0,283750.3924565136,88.6,0.8859999999999999,283750.3924565136
tau2-bench,KAT-Coder-Pro V2,,27720816.904234365,0.0,279183.09576563584,89.5,0.895,279183.09576563584
tau2-bench,Kimi K2,kimi-k2,22750101.009156726,0.0,249898.99084327163,61.1,0.611,249898.99084327163
tau2-bench,Kimi K2 0905,kimi-k2-0905,26781750.4880276,0.0,218249.5119723975,73.4,0.7340000000000001,218249.5119723975
tau2-bench,Kimi K2.5,kimi-k2-5-non-reasoning,25701687.12532767,0.0,298312.8746723304,95.9,0.959,298312.8746723304
tau2-bench,Kimi K2Thinking,kimi-k2-thinking,22565690.183079224,183262.7571980107,251047.05972276648,93.0,0.93,434309.8169207772
tau2-bench,Kimi Linear 48BA3B Instruct,kimi-linear-48b-a3b-instruct,,,,0.0,0.0,
tau2-bench,LFM2 1.2B,lfm2-1-2b,56113772.52032422,0.0,1886227.4796757768,12.6,0.126,1886227.4796757768
tau2-bench,LFM2 2.6B,lfm2-2-6b,31162031.449091226,0.0,837968.5509087754,13.5,0.135,837968.5509087754
tau2-bench,LFM2 24B A2B,lfm2-24b-a2b,21862609.890439272,0.0,137390.10956072912,11.1,0.111,137390.10956072912
tau2-bench,LFM2 8B A1B,lfm2-8b-a1b,37580649.83673043,0.0,419350.1632695708,10.5,0.105,419350.1632695708
tau2-bench,LFM2.5-1.2B-Instruct,lfm2-5-1-2b-instruct,38176071.134190135,0.0,823928.8658098613,10.8,0.108,823928.8658098613
tau2-bench,LFM2.5-1.2B-Thinking,lfm2-5-1-2b-thinking,31631208.897647955,908248.199508555,460542.9028434876,19.6,0.196,1368791.102352043
tau2-bench,LFM2.5-VL-1.6B,lfm2-5-vl-1-6b,23511843.41064946,0.0,488156.58935054205,8.5,0.085,488156.58935054205
tau2-bench,Ling-1T,ling-1t,38083294.09123408,0.0,916705.9087659162,32.7,0.327,916705.9087659162
tau2-bench,Ling-flash-2.0,ling-flash-2-0,17749742.48178642,0.0,250257.5182135832,20.8,0.208,250257.5182135832
tau2-bench,Ling-mini-2.0,ling-mini-2-0,19790372.92917982,0.0,209627.07082017948,13.2,0.132,209627.07082017948
tau2-bench,Llama 3 70B,llama-3-instruct-70b,,,,0.0,0.0,
tau2-bench,Llama 3 8B,llama-3-instruct-8b,,,,0.0,0.0,
tau2-bench,Llama 3.1 405B,llama-3-1-instruct-405b,9334802.946880229,0.0,65197.05311977035,19.0,0.19,65197.05311977035
tau2-bench,Llama 3.1 70B,llama-3-1-instruct-70b,17925093.655837934,0.0,74906.34416206501,15.2,0.152,74906.34416206501
tau2-bench,Llama 3.1 8B,llama-3-1-instruct-8b,25885434.82773945,0.0,114565.17226055027,16.4,0.1639999999999999,114565.17226055027
tau2-bench,Llama 3.1Nemotron 70B,llama-3-1-nemotron-instruct-70b,20711395.31877629,0.0,288604.6812237043,23.1,0.231,288604.6812237043
tau2-bench,Llama 3.1NemotronNano 4B v1.1,llama-3-1-nemotron-nano-4b-reasoning,27970286.38852219,476597.1762479781,553116.4352298335,11.7,0.1169999999999999,1029713.6114778116
tau2-bench,Llama 3.2 11B(Vision),llama-3-2-instruct-11b-vision,29830344.457655605,0.0,169655.54234439644,14.6,0.146,169655.54234439644
tau2-bench,Llama 3.2 1B,llama-3-2-instruct-1b,,,,0.0,0.0,
tau2-bench,Llama 3.2 3B,llama-3-2-instruct-3b,9520406.975633996,0.0,79593.02436600451,21.1,0.211,79593.02436600451
tau2-bench,Llama 3.3 70B,llama-3-3-instruct-70b,19860450.194564912,0.0,139549.80543508552,26.6,0.266,139549.80543508552
tau2-bench,Llama 3.3NemotronSuper 49B,llama-3-3-nemotron-super-49b,18419273.54638886,329379.21962760645,251347.2339835315,26.9,0.2689999999999999,580726.4536111379
tau2-bench,Llama 4 Maverick,llama-4-maverick,48512180.68035814,0.0,1487819.319641861,17.8,0.178,1487819.319641861
tau2-bench,Llama 4 Scout,llama-4-scout,20888142.51721453,0.0,111857.48278547006,15.5,0.155,111857.48278547006
tau2-bench,Llama NemotronSuper 49B v1.5,llama-nemotron-super-49b-v1-5-reasoning,20826394.01748057,0.0,173605.98251942967,25.1,0.251,173605.98251942967
tau2-bench,LlamaNemotronSuper 49B v1.5,llama-nemotron-super-49b-v1-5-reasoning,16111794.284336558,769057.5373717737,119148.17829166872,28.1,0.281,888205.7156634425
tau2-bench,LlamaNemotronUltra,llama-3-1-nemotron-ultra-253b-v1-reasoning,17640611.613307916,256518.7917774604,102869.5949146228,11.4,0.114,359388.3866920832
tau2-bench,LongCat FlashLite,longcat-flash-lite,28690757.403493755,0.0,309242.5965062449,79.5,0.795,309242.5965062449
tau2-bench,MagistralMedium 1,magistral-medium,14866416.854944576,3280.654486213976,130302.4905692084,23.1,0.231,133583.14505542238
tau2-bench,MagistralMedium 1.2,magistral-medium-2509,26707602.93704941,49563.7228065557,242833.3401440284,52.0,0.52,292397.0629505841
tau2-bench,MagistralSmall 1,magistral-small,25356449.191678982,397702.0366018975,245848.7717191176,26.6,0.266,643550.8083210151
tau2-bench,MagistralSmall 1.2,magistral-small-2509,32594851.99048069,72444.71771479386,332703.29180451226,27.8,0.278,405148.0095193061
tau2-bench,Mercury 2,mercury-2,30987216.96940821,672091.1003005725,340691.9302912173,70.8,0.708,1012783.0305917896
tau2-bench,Mi:dm K 2.5Pro,mi-dm-k-2-5-pro-dec28,20789499.472135384,922959.8142319098,287540.7136327087,86.5,0.865,1210500.5278646185
tau2-bench,Mi:dm K 2.5Pro Preview,midm-250-pro-rsnsft,25004432.496577192,599079.7704515914,396487.7329712172,49.4,0.494,995567.5034228086
tau2-bench,MiMo-V2-Flash,mimo-v2-flash,29646747.554528985,0.0,353252.4454710164,95.0,0.95,353252.4454710164
tau2-bench,MiMo-V2-Flash(Feb 2026),mimo-v2-0206,30304389.4629094,399877.94471847295,295732.59237213305,93.3,0.933,695610.537090606
tau2-bench,MiMo-V2-Omni,mimo-v2-omni,26431561.5363592,302143.96945121087,266294.49418958696,91.2,0.912,568438.4636407979
tau2-bench,MiMo-V2-Omni-0327,mimo-v2-omni-0327,27378438.22548135,346302.49059071695,275259.2839279317,88.0,0.88,621561.7745186486
tau2-bench,MiMo-V2-Pro,mimo-v2-pro,27435732.52343099,285999.92057976674,278267.5559892455,95.0,0.95,564267.4765690123
tau2-bench,MiniMax M140k,minimax-m1-40k,27580409.9705154,1142637.736156633,276952.29332797177,31.6,0.316,1419590.0294846047
tau2-bench,MiniMax M180k,minimax-m1-80k,24274330.295711204,1521790.8890564383,203878.815232356,34.2,0.342,1725669.7042887942
tau2-bench,MiniMax-M2,minimax-m2,27389033.31156059,325686.3938862553,285280.2945531575,86.8,0.868,610966.6884394127
