benchmark,family_id,variant_count,model,model_slug,input_tokens,reasoning_tokens,answer_tokens,score,score_raw,total_output_tokens
humanitys-last-exam,gemini-2-5-flash-reasoning-04-2025,2,Gemini 2.5Flash,gemini-2-5-flash-reasoning-04-2025,687970.3726527225,37651585.51880963,4660444.108537644,11.6,0.1159999999999999,42312029.62734728
humanitys-last-exam,gemini-3-flash,2,Gemini 3 Flash,gemini-3-flash-reasoning,686652.3171189349,0.0,1013347.6828810652,14.1,0.141,1013347.6828810652
humanitys-last-exam,gemini-3-flash,2,Gemini 3Flash,gemini-3-flash-reasoning,668637.712646322,42400691.269296885,930671.0180567924,34.7,0.347,43331362.28735368
humanitys-last-exam,gemini-3-pro,2,Gemini 3 ProPreview(low),gemini-3-pro-low,668993.406605458,414273.678916968,8416732.914477574,27.6,0.276,8831006.593394542
humanitys-last-exam,gemini-3-pro,2,Gemini 3 ProPreview(high),gemini-3-pro,672099.9531455227,27714795.07619762,1613104.9706568574,37.2,0.372,29327900.04685448
humanitys-last-exam,gemma-4-26b-a4b,2,Gemma 4 26B A4B,gemma-4-26b-a4b,671245.5809326288,0.0,6228754.419067371,10.7,0.107,6228754.419067371
humanitys-last-exam,gemma-4-26b-a4b,2,Gemma 4 26BA4B,gemma-4-26b-a4b,598090.8848171523,33391031.17267545,1010877.9425074008,18.3,0.183,34401909.11518285
humanitys-last-exam,gpt-5,4,GPT-5 (minimal),gpt-5-minimal,650742.9319334398,0.0,849257.0680665601,5.4,0.054,849257.0680665601
humanitys-last-exam,gpt-5,4,GPT-5 (low),gpt-5-low,671342.3069103042,6015283.271401422,513374.4216882733,18.4,0.184,6528657.693089696
humanitys-last-exam,gpt-5,4,GPT-5(medium),gpt-5-medium,663132.5266702472,17754577.50417259,582289.9691571621,23.5,0.235,18336867.47332976
humanitys-last-exam,gpt-5,4,GPT-5 (high),gpt-5,682119.5220066067,34692704.45810037,625176.019893024,26.5,0.265,35317880.47799339
humanitys-last-exam,gpt-5-1,2,GPT-5.1,gpt-5-1-non-reasoning,681712.699195378,0.0,1418287.3008046222,5.2,0.052,1418287.3008046222
humanitys-last-exam,gpt-5-1,2,GPT-5.1(high),gpt-5-1,666660.0506288569,36481526.83705011,1851813.1123210297,26.5,0.265,38333339.94937114
humanitys-last-exam,gpt-5-2,3,GPT-5.2,gpt-5-2-non-reasoning,668006.362194296,0.0,731993.6378057039,7.3,0.073,731993.6378057039
humanitys-last-exam,gpt-5-2,3,GPT-5.2(medium),gpt-5-2-medium,638541.9684672097,9696699.070597216,664758.9609355758,24.9,0.249,10361458.031532792
humanitys-last-exam,gpt-5-2,3,GPT-5.2(xhigh),gpt-5-2,649030.1993560686,55699060.99395544,651908.8066884904,35.4,0.354,56350969.80064393
humanitys-last-exam,gpt-5-4,2,GPT-5.4(Non-reasoning),gpt-5-4-non-reasoning,681156.8806010355,0.0,918843.1193989645,10.6,0.106,918843.1193989645
humanitys-last-exam,gpt-5-4,2,GPT-5.4(xhigh),gpt-5-4,659214.7620216749,34709520.78881818,631264.4491601475,41.6,0.416,35340785.237978324
humanitys-last-exam,gpt-5-4-mini,3,GPT-5.4 mini,gpt-5-4-mini-non-reasoning,640917.2928916033,0.0,459082.70710839663,5.7,0.057,459082.70710839663
humanitys-last-exam,gpt-5-4-mini,3,GPT-5.4 mini(medium),gpt-5-4-mini-medium,668663.2599665466,14962277.99321892,369058.7468145344,17.1,0.171,15331336.740033451
humanitys-last-exam,gpt-5-4-mini,3,GPT-5.4 mini(xhigh),gpt-5-4-mini,662283.6807882708,71984892.95944397,352823.35976776737,26.6,0.266,72337716.31921174
humanitys-last-exam,gpt-5-4-nano,2,GPT-5.4 nano,gpt-5-4-nano-medium,694788.4780119924,10592554.22466819,712657.297319818,14.7,0.147,11305211.521988008
humanitys-last-exam,gpt-5-4-nano,2,GPT-5.4 nano(xhigh),gpt-5-4-nano,658474.031236755,73740726.44723734,600799.521525896,26.5,0.265,74341525.96876323
humanitys-last-exam,gpt-5-mini,3,GPT-5 mini(minimal),gpt-5-mini-minimal,671986.5598490678,0.0,828013.4401509323,5.0,0.05,828013.4401509323
humanitys-last-exam,gpt-5-mini,3,GPT-5 mini(medium),gpt-5-mini-medium,671039.3267122044,8608373.493387036,520587.1799007593,14.6,0.146,9128960.673287796
humanitys-last-exam,gpt-5-mini,3,GPT-5 mini(high),gpt-5-mini,673225.5330058284,30699361.50179437,627412.9651997983,19.7,0.1969999999999999,31326774.46699417
humanitys-last-exam,gpt-5-nano,3,GPT-5 nano(minimal),gpt-5-nano-minimal,682071.6237202331,0.0,817928.3762797668,4.1,0.0409999999999999,817928.3762797668
humanitys-last-exam,gpt-5-nano,3,GPT-5 nano(medium),gpt-5-nano-medium,662794.331176864,17732372.166105933,604833.502717202,7.6,0.076,18337205.66882313
humanitys-last-exam,gpt-5-nano,3,GPT-5 nano(high),gpt-5-nano,672448.764239309,47641051.87933408,686499.356426614,8.2,0.0819999999999999,48327551.23576069
humanitys-last-exam,gpt-oss-120b,2,gpt-oss-120B(low),gpt-oss-120b-low,665140.5754734842,1277029.0730273963,657830.3514991195,5.2,0.052,1934859.424526516
humanitys-last-exam,gpt-oss-120b,2,gpt-oss-120B(high),gpt-oss-120b,665728.5652862105,47636367.18226414,697904.2524496496,18.5,0.185,48334271.43471379
humanitys-last-exam,gpt-oss-20b,2,gpt-oss-20B(low),gpt-oss-20b-low,672172.9670625457,3603539.789516434,624287.2434210199,5.1,0.051,4227827.032937454
humanitys-last-exam,gpt-oss-20b,2,gpt-oss-20B(high),gpt-oss-20b,645972.4356874684,32543240.360469323,810787.2038432084,9.8,0.098,33354027.564312533
humanitys-last-exam,grok-4-1-fast,2,Grok 4.1 Fast,grok-4-1-fast,649350.128084873,0.0,1050649.871915127,5.0,0.05,1050649.871915127
humanitys-last-exam,grok-4-1-fast,2,Grok 4.1Fast,grok-4-1-fast,662122.5612983364,29867231.26658514,470646.1721165212,17.6,0.176,30337877.438701663
humanitys-last-exam,grok-4-20,2,Grok 4.20 0309 v2,grok-4-20-non-reasoning,656181.5779252553,0.0,31343818.422074743,24.2,0.242,31343818.422074743
humanitys-last-exam,grok-4-20,2,Grok 4.200309 v2,grok-4-20-non-reasoning,667702.2002206175,38213693.359442815,1118604.4403365655,32.2,0.322,39332297.79977938
humanitys-last-exam,grok-4-20-0309,2,Grok 4.20 0309,grok-4-20-0309-non-reasoning,668996.5786622837,0.0,26331003.42133772,22.5,0.225,26331003.42133772
humanitys-last-exam,grok-4-20-0309,2,Grok 4.200309,grok-4-20-0309-non-reasoning,660722.8440418448,33307959.95833205,1031317.1976261036,30.0,0.3,34339277.15595815
humanitys-last-exam,k2-v2,3,K2-V2 (low),k2-v2-low,671228.0688916327,677922.1278149149,850849.8032934524,3.9,0.039,1528771.9311083672
humanitys-last-exam,k2-v2,3,K2-V2(medium),k2-v2-medium,667792.2434872346,5258428.348119125,1073779.4083936408,4.4,0.044,6332207.756512766
humanitys-last-exam,k2-v2,3,K2-V2 (high),k2-v2,650035.6697150387,44320313.67196171,1029650.6583232512,9.8,0.098,45349964.33028496
humanitys-last-exam,kimi-k2,2,Kimi K2,kimi-k2,660936.5426560864,0.0,4539063.457343914,7.0,0.07,4539063.457343914
humanitys-last-exam,kimi-k2,2,Kimi K2Thinking,kimi-k2-thinking,665770.2541045357,67370869.94155578,963359.8043396848,22.3,0.223,68334229.74589548
humanitys-last-exam,llama-3-3-nemotron-super-49b,2,Llama 3.3Nemotron Super49B,llama-3-3-nemotron-super-49b,754275.8411240675,0.0,2345724.1588759325,3.5,0.035,2345724.1588759325
humanitys-last-exam,llama-3-3-nemotron-super-49b,2,Llama 3.3NemotronSuper 49B,llama-3-3-nemotron-super-49b,690757.8785766312,18463470.75284484,845771.3685785356,6.5,0.065,19309242.12142337
humanitys-last-exam,llama-nemotron-super-49b-v1-5,2,Llama NemotronSuper 49B v1.5,llama-nemotron-super-49b-v1-5-reasoning,681094.9575920252,0.0,2118905.042407975,4.3,0.043,2118905.042407975
humanitys-last-exam,llama-nemotron-super-49b-v1-5,2,LlamaNemotronSuper 49B v1.5,llama-nemotron-super-49b-v1-5-reasoning,667782.9147323546,23753923.45944283,578293.6258248125,6.8,0.068,24332217.085267644
humanitys-last-exam,mistral-small-4,2,Mistral Small 4,mistral-small-4,657014.0883344787,0.0,1242985.911665521,3.7,0.037,1242985.911665521
humanitys-last-exam,mistral-small-4,2,MistralSmall 4,mistral-small-4,667175.3082866467,34903143.27519903,429681.4165143187,9.5,0.095,35332824.691713355
humanitys-last-exam,nova-2-0-lite,2,Nova 2.0 Lite,nova-2-0-lite,661564.834550845,0.0,4038435.165449155,3.0,0.03,4038435.165449155
humanitys-last-exam,nova-2-0-lite,2,Nova 2.0Lite (high),nova-2-0-lite-reasoning,652662.290189484,117589851.6398173,1757486.069993199,10.9,0.109,119347337.7098105
humanitys-last-exam,nova-2-0-lite-reasoning,2,Nova 2.0Lite (low),nova-2-0-lite-reasoning-low,672609.1513476456,4020501.896588264,606888.9520640909,4.2,0.042,4627390.848652355
humanitys-last-exam,nova-2-0-lite-reasoning,2,Nova 2.0Lite(medium),nova-2-0-lite-reasoning-medium,656218.1477022697,26650215.11749945,1693566.7347982803,8.6,0.086,28343781.852297727
humanitys-last-exam,nova-2-0-omni-reasoning,2,Nova 2.0Omni (low),nova-2-0-omni-reasoning-low,651385.6045080211,3994813.7871176,753800.6083743785,4.0,0.04,4748614.395491978
humanitys-last-exam,nova-2-0-omni-reasoning,2,Nova 2.0Omni(medium),nova-2-0-omni-reasoning-medium,640056.8921373636,15395868.09981399,964075.008048646,6.8,0.068,16359943.107862636
humanitys-last-exam,nova-2-0-pro-reasoning,2,Nova 2.0 ProPreview(low),nova-2-0-pro-reasoning-low,656056.5548920307,2921231.6148394807,622711.830268489,5.2,0.052,3543943.445107969
humanitys-last-exam,nova-2-0-pro-reasoning,2,Nova 2.0 ProPreview(medium),nova-2-0-pro-reasoning-medium,661633.8296506032,15606040.408158682,732325.762190716,8.9,0.089,16338366.1703494
humanitys-last-exam,nvidia-nemotron-3-nano-30b-a3b,2,NVIDIA Nemotron 3Nano,nvidia-nemotron-3-nano-30b-a3b-reasoning,663513.8283292452,0.0,1436486.171670755,4.6,0.046,1436486.171670755
humanitys-last-exam,nvidia-nemotron-3-nano-30b-a3b,2,NVIDIANemotron 3Nano,nvidia-nemotron-3-nano-30b-a3b-reasoning,667168.0122757587,66302392.53463243,30439.45309181393,10.2,0.102,66332831.987724245
humanitys-last-exam,nvidia-nemotron-nano-12b-v2-vl,2,NVIDIA NemotronNano 12B v2 VL,nvidia-nemotron-nano-12b-v2-vl-reasoning,646971.9508323242,0.0,853028.0491676758,4.5,0.045,853028.0491676758
humanitys-last-exam,nvidia-nemotron-nano-12b-v2-vl,2,NVIDIANemotronNano 12B v2 VL,nvidia-nemotron-nano-12b-v2-vl-reasoning,656425.9537504361,24741832.42346461,601741.6227849479,5.3,0.053,25343574.04624956
humanitys-last-exam,nvidia-nemotron-nano-9b-v2,2,NVIDIANemotronNano 9B V2,nvidia-nemotron-nano-9b-v2,678411.771947432,11812368.399331791,509219.828720777,4.6,0.046,12321588.228052568
humanitys-last-exam,nvidia-nemotron-nano-9b-v2,2,NVIDIA NemotronNano 9B V2,nvidia-nemotron-nano-9b-v2,646518.7214861899,0.0,14353481.27851381,4.0,0.04,14353481.27851381
humanitys-last-exam,o3-mini,2,o3-mini,o3-mini,794628.4509676291,9234289.492446696,971082.0565856744,8.7,0.087,10205371.549032371
humanitys-last-exam,o3-mini,2,o3-mini(high),o3-mini-high,770683.7387119463,28245913.30978256,983402.9515055008,12.3,0.123,29229316.26128805
humanitys-last-exam,qwen3-235b-a22b-instruct-2507,2,Qwen3 235B 2507,qwen3-235b-a22b-instruct-2507,682745.8563350003,0.0,11317254.143665,10.6,0.106,11317254.143665
humanitys-last-exam,qwen3-235b-a22b-instruct-2507,2,Qwen3 235BA22B 2507,qwen3-235b-a22b-instruct-2507-reasoning,665272.8694707818,38434942.47784894,899784.6526802826,15.0,0.15,39334727.130529225
humanitys-last-exam,qwen3-30b-a3b-2507,2,Qwen3 30B A3B2507,qwen3-30b-a3b-2507,669244.3206339012,0.0,8630755.679366099,6.8,0.068,8630755.679366099
humanitys-last-exam,qwen3-30b-a3b-2507,2,Qwen3 30BA3B 2507,qwen3-30b-a3b-2507,680603.2275508827,26169879.00343908,1149517.7690100428,9.8,0.098,27319396.77244912
humanitys-last-exam,qwen3-4b-2507-instruct,2,Qwen3 4B 2507,qwen3-4b-2507-instruct-reasoning,672511.9097947985,0.0,16327488.090205202,4.7,0.047,16327488.090205202
humanitys-last-exam,qwen3-4b-2507-instruct,2,Qwen3 4B2507,qwen3-4b-2507-instruct-reasoning,679204.717962179,25364459.04231216,956336.2397256627,5.9,0.059,26320795.282037824
humanitys-last-exam,qwen3-5-122b-a10b,2,Qwen3.5 122B A10B,qwen3-5-122b-a10b,670030.4503822942,0.0,22329969.549617704,14.8,0.148,22329969.549617704
humanitys-last-exam,qwen3-5-122b-a10b,2,Qwen3.5 122BA10B,qwen3-5-122b-a10b,664606.999472018,47790481.25379766,3544911.746730328,23.4,0.2339999999999999,51335393.00052799
humanitys-last-exam,qwen3-5-35b-a3b,2,Qwen3.5 35B A3B,qwen3-5-35b-a3b-non-reasoning,673226.9119713801,0.0,27326773.08802862,12.8,0.128,27326773.08802862
humanitys-last-exam,qwen3-5-35b-a3b,2,Qwen3.5 35BA3B,qwen3-5-35b-a3b-non-reasoning,663977.4779418762,49704207.21903606,4631815.303022071,19.7,0.1969999999999999,54336022.52205813
humanitys-last-exam,qwen3-5-397b-a17b,2,Qwen3.5 397B A17B,qwen3-5-397b-a17b-non-reasoning,661998.5973565655,0.0,12338001.402643437,18.8,0.188,12338001.402643437
humanitys-last-exam,qwen3-5-397b-a17b,2,Qwen3.5 397BA17B,qwen3-5-397b-a17b-non-reasoning,667226.3243975654,44295475.67978631,1037297.9958161244,27.3,0.273,45332773.67560244
humanitys-last-exam,qwen3-max,2,Qwen3 Max,qwen3-max,668165.9118070194,0.0,9231834.08819298,11.1,0.111,9231834.08819298
humanitys-last-exam,qwen3-max,2,Qwen3 MaxThinking,qwen3-max-thinking,672148.9928380091,48216991.13755007,2110859.869611921,26.2,0.262,50327851.00716199
humanitys-last-exam,qwen3-next-80b-a3b,2,Qwen3 Next 80BA3B,qwen3-next-80b-a3b-reasoning,666286.5497145442,0.0,7733713.450285456,7.3,0.073,7733713.450285456
humanitys-last-exam,qwen3-next-80b-a3b,2,Qwen3 Next80B A3B,qwen3-next-80b-a3b-reasoning,669955.3849140247,28573503.61941676,756540.9956692195,11.7,0.1169999999999999,29330044.61508597
humanitys-last-exam,qwen3-omni-30b-a3b,2,Qwen3 Omni 30BA3B,qwen3-omni-30b-a3b-reasoning,675712.3127589391,0.0,17324287.687241063,5.1,0.051,17324287.687241063
humanitys-last-exam,qwen3-omni-30b-a3b,2,Qwen3 Omni30B A3B,qwen3-omni-30b-a3b-reasoning,657460.2920939459,23409502.31767174,1933037.390234314,7.3,0.073,25342539.70790605
humanitys-last-exam,qwen3-vl-235b-a22b,2,Qwen3 VL 235BA22B,qwen3-vl-235b-a22b-reasoning,665451.4382186241,0.0,5834548.561781376,6.3,0.063,5834548.561781376
humanitys-last-exam,qwen3-vl-235b-a22b,2,Qwen3 VL235B A22B,qwen3-vl-235b-a22b-reasoning,655497.4272251853,19873780.44635002,470722.1264247981,10.1,0.1009999999999999,20344502.572774816
humanitys-last-exam,qwen3-vl-30b-a3b,2,Qwen3 VL 30B A3B,qwen3-vl-30b-a3b-reasoning,667080.187412203,0.0,11332919.812587796,6.4,0.064,11332919.812587796
humanitys-last-exam,qwen3-vl-30b-a3b,2,Qwen3 VL 30BA3B,qwen3-vl-30b-a3b-reasoning,657227.1567085629,22133322.99461862,1209449.8486728168,8.7,0.087,23342772.84329144
