benchmark,family_id,variant_count,model,model_slug,input_tokens,reasoning_tokens,answer_tokens,score,score_raw,total_output_tokens
tau2-bench,gemini-3-pro,2,Gemini 3 ProPreview(high),gemini-3-pro,21880980.219069578,975057.8048182968,143961.97611212614,87.1,0.871,1119019.780930423
tau2-bench,gemma-4-26b-a4b,2,Gemma 4 26B A4B,gemma-4-26b-a4b,30763078.673480373,0.0,236921.32651962643,40.4,0.4039999999999999,236921.32651962643
tau2-bench,gemma-4-26b-a4b,2,Gemma 4 26BA4B,gemma-4-26b-a4b,22988762.204401378,732749.7808628421,278488.01473577926,43.6,0.436,1011237.7955986214
tau2-bench,gpt-5,4,GPT-5 (minimal),gpt-5-minimal,26775937.168986764,0.0,224062.8310132374,67.0,0.67,224062.8310132374
tau2-bench,gpt-5,4,GPT-5 (low),gpt-5-low,20495259.165369272,334779.388603102,169961.446027625,84.2,0.8420000000000001,504740.834630727
tau2-bench,gpt-5,4,GPT-5(medium),gpt-5-medium,21819080.09945424,1000701.4892606692,180218.41128509323,86.5,0.865,1180919.9005457624
tau2-bench,gpt-5,4,GPT-5 (high),gpt-5,22558051.534292992,2253088.9450619463,188859.5206450608,84.8,0.848,2441948.465707007
tau2-bench,gpt-5-1,2,GPT-5.1,gpt-5-1-non-reasoning,13624757.03210284,0.0,375242.9678971596,46.5,0.465,375242.9678971596
tau2-bench,gpt-5-1,2,GPT-5.1(high),gpt-5-1,14434754.64279222,1222777.6851104116,342467.6720973697,81.9,0.8190000000000001,1565245.3572077812
tau2-bench,gpt-5-2,3,GPT-5.2,gpt-5-2-non-reasoning,19820292.02545863,0.0,179707.97454137096,46.5,0.465,179707.97454137096
tau2-bench,gpt-5-2,3,GPT-5.2(medium),gpt-5-2-medium,21699594.29678894,106675.90024798924,193729.80296307185,74.3,0.743,300405.7032110611
tau2-bench,gpt-5-2,3,GPT-5.2(xhigh),gpt-5-2,23660838.182417937,1112422.246684376,226739.57089768656,84.8,0.848,1339161.8175820624
tau2-bench,gpt-5-4,2,GPT-5.4(Non-reasoning),gpt-5-4-non-reasoning,15877444.142551113,0.0,122555.85744888906,35.1,0.351,122555.85744888906
tau2-bench,gpt-5-4,2,GPT-5.4(xhigh),gpt-5-4,20884216.636959765,954204.0047094624,161579.3583307736,87.1,0.871,1115783.363040236
tau2-bench,gpt-5-4-mini,3,GPT-5.4 mini,gpt-5-4-mini-non-reasoning,14906562.592956636,0.0,93437.407043363,23.4,0.2339999999999999,93437.407043363
tau2-bench,gpt-5-4-mini,3,GPT-5.4 mini(medium),gpt-5-4-mini-medium,95670078.78994766,232397.47539766505,97523.73465467544,36.5,0.365,329921.2100523405
tau2-bench,gpt-5-4-mini,3,GPT-5.4 mini(xhigh),gpt-5-4-mini,20090459.940607093,2782800.751198141,126739.3081947657,83.3,0.833,2909540.0593929067
tau2-bench,gpt-5-4-nano,2,GPT-5.4 nano,gpt-5-4-nano-medium,79482429.33302978,320379.25934462727,197191.40762559325,52.6,0.526,517570.6669702205
tau2-bench,gpt-5-4-nano,2,GPT-5.4 nano(xhigh),gpt-5-4-nano,24434406.70703717,2353642.900997674,211950.3919651576,76.0,0.76,2565593.2929628314
tau2-bench,gpt-5-mini,3,GPT-5 mini(minimal),gpt-5-mini-minimal,41716944.735659726,0.0,283055.26434027724,31.9,0.319,283055.26434027724
tau2-bench,gpt-5-mini,3,GPT-5 mini(medium),gpt-5-mini-medium,27722829.638392404,941456.9689794916,335713.3926281053,71.1,0.711,1277170.361607597
tau2-bench,gpt-5-mini,3,GPT-5 mini(high),gpt-5-mini,29494410.660188623,3150636.0201669657,354953.3196444109,68.4,0.684,3505589.3398113768
tau2-bench,gpt-5-nano,3,GPT-5 nano(minimal),gpt-5-nano-minimal,35587033.31051533,0.0,412966.68948467006,25.7,0.257,412966.68948467006
tau2-bench,gpt-5-nano,3,GPT-5 nano(medium),gpt-5-nano-medium,45185512.82795032,2577319.83200063,237167.3400490499,30.4,0.304,2814487.17204968
tau2-bench,gpt-5-nano,3,GPT-5 nano(high),gpt-5-nano,14590498.14028401,5069861.239004369,339640.62071162206,36.5,0.365,5409501.859715991
tau2-bench,gpt-oss-120b,2,gpt-oss-120B(low),gpt-oss-120b-low,23592689.361979056,119370.44946342698,287940.1885575192,45.0,0.45,407310.6380209462
tau2-bench,gpt-oss-120b,2,gpt-oss-120B(high),gpt-oss-120b,26073094.13236526,634913.0830422967,291992.78459244425,65.8,0.6579999999999999,926905.8676347408
tau2-bench,gpt-oss-20b,2,gpt-oss-20B(low),gpt-oss-20b-low,29389005.793191697,268780.7847842899,342213.4220240122,50.3,0.503,610994.2068083021
tau2-bench,gpt-oss-20b,2,gpt-oss-20B(high),gpt-oss-20b,29219126.799081665,427573.4858221919,353299.71509614587,60.2,0.602,780873.2009183378
tau2-bench,grok-4-1-fast,2,Grok 4.1 Fast,grok-4-1-fast,26799273.65710976,0.0,200726.34289023952,63.7,0.637,200726.34289023952
tau2-bench,grok-4-1-fast,2,Grok 4.1Fast,grok-4-1-fast,26300114.71995894,489517.72366518434,210367.5563758786,93.3,0.933,699885.280041063
tau2-bench,grok-4-20,2,Grok 4.20 0309 v2,grok-4-20-non-reasoning,31704022.96158961,0.0,295977.0384103872,59.9,0.599,295977.0384103872
tau2-bench,grok-4-20,2,Grok 4.200309 v2,grok-4-20-non-reasoning,24516085.076621987,310833.5014229716,173081.42195503952,93.0,0.93,483914.9233780111
tau2-bench,grok-4-20-0309,2,Grok 4.20 0309,grok-4-20-0309-non-reasoning,31705480.758012045,0.0,294519.2419879554,69.6,0.696,294519.2419879554
tau2-bench,grok-4-20-0309,2,Grok 4.200309,grok-4-20-0309-non-reasoning,24538311.70394179,293508.6305977687,168179.66546044027,96.5,0.965,461688.296058209
tau2-bench,k2-v2,3,K2-V2 (low),k2-v2-low,28637954.91012996,8542.799352242273,353502.29051779915,20.8,0.208,362045.0898700414
tau2-bench,k2-v2,3,K2-V2(medium),k2-v2-medium,22353598.908827253,414232.0569028619,232169.03426988545,24.9,0.249,646401.0911727473
tau2-bench,k2-v2,3,K2-V2 (high),k2-v2,24170198.457510624,572225.0636796248,257576.4788097508,27.8,0.278,829801.5424893757
tau2-bench,kimi-k2,2,Kimi K2,kimi-k2,22750101.009156726,0.0,249898.99084327163,61.1,0.611,249898.99084327163
tau2-bench,kimi-k2,2,Kimi K2Thinking,kimi-k2-thinking,22565690.183079224,183262.7571980107,251047.05972276648,93.0,0.93,434309.8169207772
tau2-bench,llama-nemotron-super-49b-v1-5,2,Llama NemotronSuper 49B v1.5,llama-nemotron-super-49b-v1-5-reasoning,20826394.01748057,0.0,173605.98251942967,25.1,0.251,173605.98251942967
tau2-bench,llama-nemotron-super-49b-v1-5,2,LlamaNemotronSuper 49B v1.5,llama-nemotron-super-49b-v1-5-reasoning,16111794.284336558,769057.5373717737,119148.17829166872,28.1,0.281,888205.7156634425
tau2-bench,mistral-small-4,2,Mistral Small 4,mistral-small-4,6859636.326887623,0.0,40363.67311237705,18.4,0.184,40363.67311237705
tau2-bench,mistral-small-4,2,MistralSmall 4,mistral-small-4,25502170.358094346,222915.3342567693,274914.30764888664,41.2,0.412,497829.641905656
tau2-bench,nova-2-0-lite,2,Nova 2.0 Lite,nova-2-0-lite,36479745.05775018,0.0,520254.9422498185,62.0,0.62,520254.9422498185
tau2-bench,nova-2-0-lite,2,Nova 2.0Lite (high),nova-2-0-lite-reasoning,31171976.067283235,6367978.377441818,460045.5552749453,72.8,0.728,6828023.932716764
tau2-bench,nova-2-0-lite-reasoning,2,Nova 2.0Lite (low),nova-2-0-lite-reasoning-low,27917230.6311971,720087.2724949174,362682.096307986,71.9,0.7190000000000001,1082769.3688029037
tau2-bench,nova-2-0-lite-reasoning,2,Nova 2.0Lite(medium),nova-2-0-lite-reasoning-medium,30407256.36695405,1183038.2644480036,409705.3685979432,75.7,0.757,1592743.6330459467
tau2-bench,nova-2-0-omni-reasoning,2,Nova 2.0Omni (low),nova-2-0-omni-reasoning-low,23270773.378263973,514459.2909367404,214767.3307992853,67.8,0.6779999999999999,729226.6217360257
tau2-bench,nova-2-0-omni-reasoning,2,Nova 2.0Omni(medium),nova-2-0-omni-reasoning-medium,23133908.53102293,308264.4664295851,557827.0025474831,80.4,0.804,866091.4689770682
tau2-bench,nova-2-0-pro-reasoning,2,Nova 2.0 ProPreview(low),nova-2-0-pro-reasoning-low,23499658.266342767,269636.1336770584,230705.5999801726,90.6,0.906,500341.733657231
tau2-bench,nova-2-0-pro-reasoning,2,Nova 2.0 ProPreview(medium),nova-2-0-pro-reasoning-medium,24454379.216707032,313512.7540220297,232108.02927094,92.7,0.927,545620.7832929697
tau2-bench,nvidia-nemotron-3-nano-30b-a3b,2,NVIDIA Nemotron 3Nano,nvidia-nemotron-3-nano-30b-a3b-reasoning,43647014.02209416,0.0,352985.97790584,25.4,0.254,352985.97790584
tau2-bench,nvidia-nemotron-3-nano-30b-a3b,2,NVIDIANemotron 3Nano,nvidia-nemotron-3-nano-30b-a3b-reasoning,32952672.356925104,3467364.885471584,579962.7576033134,40.9,0.409,4047327.643074897
tau2-bench,nvidia-nemotron-nano-12b-v2-vl,2,NVIDIA NemotronNano 12B v2 VL,nvidia-nemotron-nano-12b-v2-vl-reasoning,34550624.007698655,0.0,449375.992301342,19.3,0.193,449375.992301342
tau2-bench,nvidia-nemotron-nano-12b-v2-vl,2,NVIDIANemotronNano 12B v2 VL,nvidia-nemotron-nano-12b-v2-vl-reasoning,34658153.033898555,816904.3218535956,524942.6442478487,21.3,0.213,1341846.9661014443
tau2-bench,nvidia-nemotron-nano-9b-v2,2,NVIDIA NemotronNano 9B V2,nvidia-nemotron-nano-9b-v2,31588913.744760733,0.0,411086.2552392647,23.4,0.2339999999999999,411086.2552392647
tau2-bench,nvidia-nemotron-nano-9b-v2,2,NVIDIANemotronNano 9B V2,nvidia-nemotron-nano-9b-v2,15048135.80086765,730925.3156629571,220938.8834693931,21.9,0.2189999999999999,951864.1991323504
tau2-bench,o3-mini,2,o3-mini,o3-mini,20899557.44524616,926193.6005888404,174248.95416500515,28.7,0.287,1100442.5547538456
tau2-bench,o3-mini,2,o3-mini(high),o3-mini-high,19575863.625920344,2252917.022369562,171219.35171009618,31.3,0.313,2424136.374079658
tau2-bench,qwen3-235b-a22b-instruct-2507,2,Qwen3 235B 2507,qwen3-235b-a22b-instruct-2507,27821429.135759708,0.0,178570.86424029118,33.3,0.3329999999999999,178570.86424029118
tau2-bench,qwen3-235b-a22b-instruct-2507,2,Qwen3 235BA22B 2507,qwen3-235b-a22b-instruct-2507-reasoning,22749765.740853623,1076637.2629334228,173596.99621294983,53.2,0.532,1250234.2591463726
tau2-bench,qwen3-30b-a3b-2507,2,Qwen3 30B A3B2507,qwen3-30b-a3b-2507,30851898.741280142,0.0,148101.25871985592,10.2,0.102,148101.25871985592
tau2-bench,qwen3-30b-a3b-2507,2,Qwen3 30BA3B 2507,qwen3-30b-a3b-2507,16934016.039172087,941559.5948681204,124424.3659597952,28.1,0.281,1065983.9608279157
tau2-bench,qwen3-4b-2507-instruct,2,Qwen3 4B 2507,qwen3-4b-2507-instruct-reasoning,23795133.81705743,0.0,204866.18294257025,26.6,0.266,204866.18294257025
tau2-bench,qwen3-4b-2507-instruct,2,Qwen3 4B2507,qwen3-4b-2507-instruct-reasoning,16565959.508653924,1326889.9154833374,107150.57586273825,25.4,0.254,1434040.4913460757
tau2-bench,qwen3-5-122b-a10b,2,Qwen3.5 122B A10B,qwen3-5-122b-a10b,32707209.60507632,0.0,292790.3949236824,84.5,0.845,292790.3949236824
tau2-bench,qwen3-5-122b-a10b,2,Qwen3.5 122BA10B,qwen3-5-122b-a10b,28539457.039470702,185651.75254532,274891.2079839739,93.6,0.936,460542.96052929386
tau2-bench,qwen3-5-35b-a3b,2,Qwen3.5 35B A3B,qwen3-5-35b-a3b-non-reasoning,32701827.65990135,0.0,298172.3400986485,86.3,0.863,298172.3400986485
tau2-bench,qwen3-5-35b-a3b,2,Qwen3.5 35BA3B,qwen3-5-35b-a3b-non-reasoning,29436026.388813674,287167.9578164256,276805.6533699007,89.2,0.892,563973.6111863262
tau2-bench,qwen3-5-397b-a17b,2,Qwen3.5 397B A17B,qwen3-5-397b-a17b-non-reasoning,32709282.010141574,0.0,290717.9898584235,83.9,0.8390000000000001,290717.9898584235
tau2-bench,qwen3-5-397b-a17b,2,Qwen3.5 397BA17B,qwen3-5-397b-a17b-non-reasoning,27497238.071409192,209163.4149067897,293598.5136840173,95.6,0.956,502761.928590807
tau2-bench,qwen3-max,2,Qwen3 Max,qwen3-max,25709832.126633216,0.0,290167.87336678273,74.3,0.743,290167.87336678273
tau2-bench,qwen3-max,2,Qwen3 MaxThinking,qwen3-max-thinking,34354763.53884635,224404.11305300568,420832.3481006397,83.6,0.836,645236.4611536454
tau2-bench,qwen3-next-80b-a3b,2,Qwen3 Next 80BA3B,qwen3-next-80b-a3b-reasoning,24738409.324037,0.0,261590.675963007,21.6,0.216,261590.675963007
tau2-bench,qwen3-next-80b-a3b,2,Qwen3 Next80B A3B,qwen3-next-80b-a3b-reasoning,23096330.83303216,2565903.090979757,337766.07598808897,41.5,0.415,2903669.166967845
tau2-bench,qwen3-omni-30b-a3b,2,Qwen3 Omni 30BA3B,qwen3-omni-30b-a3b-reasoning,35769058.472119495,0.0,230941.52788050348,16.4,0.1639999999999999,230941.52788050348
tau2-bench,qwen3-omni-30b-a3b,2,Qwen3 Omni30B A3B,qwen3-omni-30b-a3b-reasoning,24590734.58436812,2061272.681119523,347992.7345123574,21.3,0.213,2409265.4156318805
tau2-bench,qwen3-vl-235b-a22b,2,Qwen3 VL 235BA22B,qwen3-vl-235b-a22b-reasoning,26753610.24950631,0.0,246389.75049369023,35.1,0.351,246389.75049369023
tau2-bench,qwen3-vl-235b-a22b,2,Qwen3 VL235B A22B,qwen3-vl-235b-a22b-reasoning,20159341.855484813,613975.6303888016,226682.5141263849,54.1,0.541,840658.1445151864
tau2-bench,qwen3-vl-30b-a3b,2,Qwen3 VL 30B A3B,qwen3-vl-30b-a3b-reasoning,43356069.74609447,0.0,643930.2539055278,19.0,0.19,643930.2539055278
tau2-bench,qwen3-vl-30b-a3b,2,Qwen3 VL 30BA3B,qwen3-vl-30b-a3b-reasoning,31841088.74797724,2010808.2845694271,1148102.967453335,19.9,0.1989999999999999,3158911.252022762
