benchmark,family_id,variant_count,model,model_slug,input_tokens,reasoning_tokens,answer_tokens,score,score_raw,total_output_tokens
livecodebench,gpt-5,4,GPT-5(medium),gpt-5-medium,511433.5169434482,5470674.328884268,417892.1541722836,70.3,0.703,5888566.483056552
livecodebench,gpt-5,4,GPT-5 (high),gpt-5,510099.7834223038,8769869.623056574,420030.5935211216,84.6,0.846,9189900.216577696
livecodebench,gpt-5-1,2,GPT-5.1,gpt-5-1-non-reasoning,509899.0186033089,0.0,490100.9813966911,49.4,0.494,490100.9813966911
livecodebench,gpt-5-1,2,GPT-5.1(high),gpt-5-1,480140.5849698689,11166077.076445092,353782.33858503617,86.8,0.868,11519859.415030127
livecodebench,gpt-5-2,3,GPT-5.2,gpt-5-2-non-reasoning,527882.031979098,0.0,572117.968020902,66.9,0.669,572117.968020902
livecodebench,gpt-5-2,3,GPT-5.2(medium),gpt-5-2-medium,514744.9487647044,3403974.954715013,381280.0965202821,89.4,0.894,3785255.051235295
livecodebench,gpt-5-2,3,GPT-5.2(xhigh),gpt-5-2,483666.33802726585,12169803.798933532,346529.86303920194,88.9,0.889,12516333.661972731
livecodebench,gpt-5-mini,3,GPT-5 mini(minimal),gpt-5-mini-minimal,510773.6397517855,0.0,589226.3602482144,54.5,0.545,589226.3602482144
livecodebench,gpt-5-mini,3,GPT-5 mini(medium),gpt-5-mini-medium,516502.30962832767,2592848.912283942,390648.77808773005,69.2,0.6920000000000001,2983497.690371672
livecodebench,gpt-5-mini,3,GPT-5 mini(high),gpt-5-mini,512106.1638542528,6991678.311457248,396215.5246885005,83.8,0.838,7387893.836145749
livecodebench,gpt-5-nano,3,GPT-5 nano(minimal),gpt-5-nano-minimal,511074.4105577303,0.0,688925.5894422698,47.0,0.47,688925.5894422698
livecodebench,gpt-5-nano,3,GPT-5 nano(medium),gpt-5-nano-medium,510434.1781725462,7217005.936249009,372559.8855784439,76.3,0.763,7589565.821827454
livecodebench,gpt-5-nano,3,GPT-5 nano(high),gpt-5-nano,508896.7590474812,17118026.728641625,373076.5123108906,78.9,0.789,17491103.240952518
livecodebench,gpt-oss-120b,2,gpt-oss-120B(low),gpt-oss-120b-low,514403.19034258527,1033083.4084810708,1752513.401176344,70.7,0.7070000000000001,2785596.8096574144
livecodebench,gpt-oss-120b,2,gpt-oss-120B(high),gpt-oss-120b,498174.6724523665,17889932.499589663,1611892.827957972,87.8,0.878,19501825.32754764
livecodebench,gpt-oss-20b,2,gpt-oss-20B(low),gpt-oss-20b-low,514953.72549355467,2020917.6753824104,764128.5991240345,65.2,0.652,2785046.274506445
livecodebench,gpt-oss-20b,2,gpt-oss-20B(high),gpt-oss-20b,502202.7965691452,16862797.531658955,634999.6717718997,77.7,0.777,17497797.203430854
livecodebench,grok-4-1-fast,2,Grok 4.1 Fast,grok-4-1-fast,511364.3932528218,0.0,1088635.606747178,39.9,0.3989999999999999,1088635.606747178
livecodebench,grok-4-1-fast,2,Grok 4.1Fast,grok-4-1-fast,512962.8968716936,10163420.589056203,323616.5140721044,82.2,0.8220000000000001,10487037.103128308
livecodebench,k2-v2,3,K2-V2 (low),k2-v2-low,501756.5797894835,644732.7222063668,1653510.6980041496,39.3,0.3929999999999999,2298243.4202105165
livecodebench,k2-v2,3,K2-V2(medium),k2-v2-medium,510395.78351042303,3352658.553256992,1836945.6632325856,54.1,0.541,5189604.216489578
livecodebench,k2-v2,3,K2-V2 (high),k2-v2,518792.2751941965,23823413.77901398,1657793.9457918226,69.4,0.6940000000000001,25481207.7248058
livecodebench,kimi-k2,2,Kimi K2,kimi-k2,505954.40164034656,0.0,1994045.5983596533,55.6,0.556,1994045.5983596533
livecodebench,kimi-k2,2,Kimi K2Thinking,kimi-k2-thinking,515843.7528876893,18897446.94346001,1586709.3036523017,85.3,0.853,20484156.24711231
livecodebench,llama-3-3-nemotron-super-49b,2,Llama 3.3NemotronSuper 49B,llama-3-3-nemotron-super-49b,509514.1257707616,0.0,290485.8742292384,27.7,0.2769999999999999,290485.8742292384
livecodebench,llama-3-3-nemotron-super-49b,2,Llama 3.3Nemotron Super49B,llama-3-3-nemotron-super-49b,514097.5668132144,0.0,315902.4331867856,28.0,0.28,315902.4331867856
livecodebench,llama-nemotron-super-49b-v1-5,2,Llama NemotronSuper 49B v1.5,llama-nemotron-super-49b-v1-5-reasoning,512576.2153663878,0.0,297423.78463361226,29.0,0.29,297423.78463361226
livecodebench,llama-nemotron-super-49b-v1-5,2,LlamaNemotronSuper 49B v1.5,llama-nemotron-super-49b-v1-5-reasoning,520015.9797917497,15534870.58289621,945113.4373120408,73.7,0.737,16479984.02020825
livecodebench,nova-2-0-lite,2,Nova 2.0 Lite,nova-2-0-lite,519046.348880569,0.0,1080953.651119431,34.6,0.346,1080953.651119431
livecodebench,nova-2-0-lite,2,Nova 2.0Lite (high),nova-2-0-lite-reasoning,507858.17611382826,46060054.41455058,432087.4093355932,71.1,0.711,46492141.82388617
livecodebench,nova-2-0-lite-reasoning,2,Nova 2.0Lite (low),nova-2-0-lite-reasoning-low,520412.352430906,899766.016037063,279821.63153203105,46.9,0.469,1179587.647569094
livecodebench,nova-2-0-lite-reasoning,2,Nova 2.0Lite(medium),nova-2-0-lite-reasoning-medium,511538.0655013228,8768173.549092881,420288.3854057959,66.3,0.6629999999999999,9188461.934498675
livecodebench,nova-2-0-omni-reasoning,2,Nova 2.0Omni (low),nova-2-0-omni-reasoning-low,501291.37452320167,1976422.270369716,322286.35510708205,59.2,0.5920000000000001,2298708.625476798
livecodebench,nova-2-0-omni-reasoning,2,Nova 2.0Omni(medium),nova-2-0-omni-reasoning-medium,511174.2956682289,6861787.337910774,427038.36642099713,66.0,0.66,7288825.7043317715
livecodebench,nova-2-0-pro-reasoning,2,Nova 2.0 ProPreview(low),nova-2-0-pro-reasoning-low,517613.8145209479,1422579.9371296451,359806.2483494069,63.8,0.638,1782386.185479052
livecodebench,nova-2-0-pro-reasoning,2,Nova 2.0 ProPreview(medium),nova-2-0-pro-reasoning-medium,509164.900752491,4950756.361382449,340078.7378650595,73.0,0.73,5290835.099247509
livecodebench,nvidia-nemotron-3-nano-30b-a3b,2,NVIDIA Nemotron 3Nano,nvidia-nemotron-3-nano-30b-a3b-reasoning,513282.06445374194,0.0,1086717.935546258,36.0,0.36,1086717.935546258
livecodebench,nvidia-nemotron-3-nano-30b-a3b,2,NVIDIANemotron 3Nano,nvidia-nemotron-3-nano-30b-a3b-reasoning,498743.8444405109,15768018.368115816,733237.787443673,74.1,0.741,16501256.15555949
livecodebench,nvidia-nemotron-nano-12b-v2-vl,2,NVIDIA NemotronNano 12B v2 VL,nvidia-nemotron-nano-12b-v2-vl-reasoning,501319.7310365492,0.0,898680.2689634508,34.5,0.345,898680.2689634508
livecodebench,nvidia-nemotron-nano-12b-v2-vl,2,NVIDIANemotronNano 12B v2 VL,nvidia-nemotron-nano-12b-v2-vl-reasoning,505989.00216364017,19645991.67823268,848019.3196036868,69.4,0.6940000000000001,20494010.997836363
livecodebench,nvidia-nemotron-nano-9b-v2,2,NVIDIANemotronNano 9B V2,nvidia-nemotron-nano-9b-v2,494871.0795241385,10070978.171143528,434150.7493323332,72.4,0.7240000000000001,10505128.92047586
livecodebench,nvidia-nemotron-nano-9b-v2,2,NVIDIA NemotronNano 9B V2,nvidia-nemotron-nano-9b-v2,497064.9776365137,0.0,12502935.022363486,70.1,0.701,12502935.022363486
livecodebench,o3-mini,2,o3-mini,o3-mini,517976.0203771805,5833002.334433296,649021.6451895238,71.7,0.7170000000000001,6482023.979622819
livecodebench,o3-mini,2,o3-mini(high),o3-mini-high,489933.1607112465,11883324.480283365,626742.3590053903,73.4,0.7340000000000001,12510066.839288754
livecodebench,qwen3-235b-a22b-instruct-2507,2,Qwen3 235B 2507,qwen3-235b-a22b-instruct-2507,511045.60499983066,0.0,1888954.3950001693,52.4,0.524,1888954.3950001693
livecodebench,qwen3-235b-a22b-instruct-2507,2,Qwen3 235BA22B 2507,qwen3-235b-a22b-instruct-2507-reasoning,507016.3138002021,16554874.505657492,938109.1805423048,78.8,0.7879999999999999,17492983.686199795
livecodebench,qwen3-30b-a3b-2507,2,Qwen3 30B A3B2507,qwen3-30b-a3b-2507,511410.593395796,0.0,2588589.406604204,51.5,0.515,2588589.406604204
livecodebench,qwen3-30b-a3b-2507,2,Qwen3 30BA3B 2507,qwen3-30b-a3b-2507,510471.3255693576,12567129.826405251,922398.8480253888,70.7,0.7070000000000001,13489528.67443064
livecodebench,qwen3-4b-2507-instruct,2,Qwen3 4B 2507,qwen3-4b-2507-instruct-reasoning,516251.4750850713,0.0,2583748.5249149287,37.7,0.377,2583748.5249149287
livecodebench,qwen3-4b-2507-instruct,2,Qwen3 4B2507,qwen3-4b-2507-instruct-reasoning,503879.83986241947,13609360.50177074,886759.6583668424,64.1,0.6409999999999999,14496120.160137584
livecodebench,qwen3-next-80b-a3b,2,Qwen3 Next 80BA3B,qwen3-next-80b-a3b-reasoning,497096.8583912431,0.0,4402903.141608757,68.4,0.684,4402903.141608757
livecodebench,qwen3-next-80b-a3b,2,Qwen3 Next80B A3B,qwen3-next-80b-a3b-reasoning,509229.2658971593,19546303.9324363,944466.8016665416,78.4,0.784,20490770.73410284
livecodebench,qwen3-omni-30b-a3b,2,Qwen3 Omni 30BA3B,qwen3-omni-30b-a3b-reasoning,502545.6297127915,0.0,2097454.370287209,42.2,0.422,2097454.370287209
livecodebench,qwen3-omni-30b-a3b,2,Qwen3 Omni30B A3B,qwen3-omni-30b-a3b-reasoning,492757.5120913581,10477212.978387488,1030029.5095211536,67.9,0.679,11507242.48790864
livecodebench,qwen3-vl-235b-a22b,2,Qwen3 VL 235BA22B,qwen3-vl-235b-a22b-reasoning,508474.3417874996,0.0,3191525.6582125,59.4,0.594,3191525.6582125
livecodebench,qwen3-vl-235b-a22b,2,Qwen3 VL235B A22B,qwen3-vl-235b-a22b-reasoning,511711.6310166164,8929706.31476427,558582.0542191131,64.6,0.6459999999999999,9488288.368983384
livecodebench,qwen3-vl-30b-a3b,2,Qwen3 VL 30B A3B,qwen3-vl-30b-a3b-reasoning,510713.32592937694,0.0,2189286.6740706232,47.6,0.476,2189286.6740706232
livecodebench,qwen3-vl-30b-a3b,2,Qwen3 VL 30BA3B,qwen3-vl-30b-a3b-reasoning,439395.5715839151,8764340.231211672,796264.1972044128,69.7,0.6970000000000001,9560604.428416084
